name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Metaxya scalaris,583178,Metaxya scalaris,77151923-1,Metaxyaceae,Metaxya,scalaris,spec.,Kew Bull. 71(1)-5: 23. 2016 [27 Feb 2016] [epublished],Kew Bull.,2016,"French Guiana (Northern South America, Southern America);Amazonas (Brazil North, Brazil, Southern America);Pará (Brazil North, Brazil, Southern America);Guyana (Northern South America, Southern America);Suriname (Northern South America, Southern America);Venezuela (Northern South America, Southern America);",NA,doi:10.1007/S12225-016-9618-9,www.ipni.org/n/77151923-1,tax_nov,IPNI,https://doi.org/10.1007/S12225-016-9618-9
