name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Dicksonia sellowiana,Dicksoniaceae,Dicksonia,sellowiana,spec.,"Sp. Fil. [W. J. Hooker] 1: 67, t.22B. 1844 ; & HB. 51 (excl. varr. 461). Chr. 314. NPfl. 120",Sp. Fil. [W. J. Hooker],1844,"Brazil (Southern America);Ecuador (Western South America, Southern America);",275823-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1844&rft.spage=67&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/32186&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/275823-2,tax_nov,IPNI,NA
