name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Abuta sandwithiana,85636,Abuta sandwithiana,158-2,Menispermaceae,Abuta,sandwithiana,spec.,Mem. New York Bot. Gard. 20(2): 18. 1970 ,Mem. New York Bot. Gard.,1970,"Amapa, Para &amp; Amazonas, Brazil (Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=2&rft.spage=18&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/158-2,tax_nov,IPNI,NA
Abuta selloana,19749,Abuta selloana,315597-2,Menispermaceae,Abuta,selloana,spec.,Flora 47: 389. 1864 ,Flora,1864,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1864&rft.spage=389&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,[Gandhi 12 May 1998],www.ipni.org/n/315597-2,tax_nov,IPNI,NA
Abuta solimoesensis,23824,Abuta solimoesensis,159-2,Menispermaceae,Abuta,solimoesensis,spec.,Mem. New York Bot. Gard. 20(2): 18. 1970 ,Mem. New York Bot. Gard.,1970,"Amazonas (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=2&rft.spage=18&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/159-2,tax_nov,IPNI,NA
Anomospermum andersonii,85639,Anomospermum andersonii,14452-2,Menispermaceae,Anomospermum,andersonii,spec.,Phytologia 41: 250 (-251). 1978 ,Phytologia,1978,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1978&rft.spage=250&rft.volume=41&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/14452-2,tax_nov,IPNI,NA
Anomospermum chloranthum,23825,Anomospermum chloranthum,14455-2,Menispermaceae,Anomospermum,chloranthum,spec.,Notizbl. Königl. Bot. Gart. Berlin 6: 132. 1914 ,Notizbl. Königl. Bot. Gart. Berlin,1914,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=132&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/14455-2,tax_nov,IPNI,NA
Anomospermum matogrossense,85646,Anomospermum matogrossense,14467-2,Menispermaceae,Anomospermum,matogrossense,spec.,Mem. New York Bot. Gard. 20(2): 33. 1970 ,Mem. New York Bot. Gard.,1970,"Mato Grosso (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=2&rft.spage=33&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/14467-2,tax_nov,IPNI,NA
Anomospermum steyermarkii,85649,Anomospermum steyermarkii,14480-2,Menispermaceae,Anomospermum,steyermarkii,spec.,Mem. New York Bot. Gard. 20(2): 30. 1970 ,Mem. New York Bot. Gard.,1970,Venezuela &amp; Brazil Amazonas,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=2&rft.spage=30&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/14480-2,tax_nov,IPNI,NA
Caryomene foveolata,85651,Caryomene foveolata,47893-2,Menispermaceae,Caryomene,foveolata,spec.,"Mem. New York Bot. Gard. 22(2): 60, fig. 4. 1971 ",Mem. New York Bot. Gard.,1971,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1971&rft.issue=2&rft.spage=60&rft.volume=22&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/47893-2,tax_nov,IPNI,NA
Caryomene grandifolia,116073,Caryomene grandifolia,47895-2,Menispermaceae,Caryomene,grandifolia,spec.,Phytologia 41: 247. 1978 ,Phytologia,1978,"Amazonas (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1978&rft.spage=247&rft.volume=41&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/47895-2,tax_nov,IPNI,NA
Cissampelos hernandia,598216,Cissampelos hernandia,59207-2,Menispermaceae,Cissampelos,hernandia,spec.,Fl. Flumin. Icon. 10: t. 136. 1831 [1827 publ. 29 Oct 1831] ; Arch. Mus. Nac. Rio de Janeiro 5: 428. 1881.,Fl. Flumin. Icon.,1831,Brazil (Southern America),NA,NA,www.ipni.org/n/59207-2,tax_nov,IPNI,NA
