name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Trigonia bahiensis,Trigoniaceae,Trigonia,bahiensis,spec.,"Bol. Mus. Bot. Munic. no. 36: 1(-2), fig. 1979 ",Bol. Mus. Bot. Munic.,1979,Brazil (Southern America),258196-2,NA,NA,www.ipni.org/n/258196-2,tax_nov,IPNI,NA
Trigonia cipoensis,Trigoniaceae,Trigonia,cipoensis,spec.,"Bradea 3(20): 145, fig. 1981 ",Bradea,1981,"Minas Gerais (Brazil, Southern America)",258200-2,NA,NA,www.ipni.org/n/258200-2,tax_nov,IPNI,NA
Trigonia fasciculata,Trigoniaceae,Trigonia,fasciculata,spec.,Linnaea 22: 29. 1849 ,Linnaea,1849,Brazil (Southern America),258213-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1849&rft.spage=29&rft.volume=22&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/258213-2,tax_nov,IPNI,NA
Trigonia kerrii,Trigoniaceae,Trigonia,kerrii,spec.,"Acta Amazonica 12(2): 293, fig. 1982 ",Acta Amazonica,1982,"Mato Grosso (Brazil, Southern America)",258217-2,NA,NA,www.ipni.org/n/258217-2,tax_nov,IPNI,NA
Trigonia littoralis,Trigoniaceae,Trigonia,littoralis,spec.,Bradea 8(32): 198 (-199; fig. 1). 2000 [6 Dec 2000] ,Bradea,2000,"RJ. Mun. de Carapebus, margem da Estrada em direcao à Faz. Sao Lázaro, Rio de Janeiro (Brazil, Southern America)",320994-2,NA,[Gandhi 17 Apr 2001],www.ipni.org/n/320994-2,tax_nov,IPNI,NA
Trigonia pubescens,Trigoniaceae,Trigonia,pubescens,spec.,Fl. Bras. Merid. (A. St.-Hil.). 2: 114. 1829 ,Fl. Bras. Merid. (A. St.-Hil.).,1829,Brazil (Southern America),258227-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=114&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/45474&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/258227-2,tax_nov,IPNI,NA
Trigonia rotundifolia,Trigoniaceae,Trigonia,rotundifolia,spec.,"Fl. Neotrop. Monogr. 19: 33, figs. 12. 1978 ",Fl. Neotrop. Monogr.,1978,"Rio de Janeiro (Brazil, Southern America)",258231-2,NA,NA,www.ipni.org/n/258231-2,tax_nov,IPNI,NA
Trigonia schottiana,Trigoniaceae,Trigonia,schottiana,spec.,Fl. Bras. (Martius) 13(2): 133. 1875 [1 Mar 1875] ,Fl. Bras. (Martius),1875,Brazil (Southern America),258232-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/142839&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/258232-2,tax_nov,IPNI,NA
Trigonia simplex,Trigoniaceae,Trigonia,simplex,spec.,"Fl. Bras. (Martius) 13(2): 125 (-126), t. 23. 1875 [1 Mar 1875] ",Fl. Bras. (Martius),1875,Brazil (Southern America),258233-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/142835&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/258233-2,tax_nov,IPNI,NA
Trigoniodendron spiritusanctense,Trigoniaceae,Trigoniodendron,spiritusanctense,spec.,Revista Brasil. Biol. 47: 559-563. 1987 ,Revista Brasil. Biol.,1987,"Espirito Santo (Brazil, Southern America)",306382-2,NA,NA,www.ipni.org/n/306382-2,tax_nov,IPNI,NA
