name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Heliamphora ceracea,289007,Heliamphora ceracea,77116359-1,Sarraceniaceae,Heliamphora,ceracea,spec.,"Sarraceniaceae S. Amer. 521 (-523, 140-149; figs.). 2011 [Sep 2011] ",Sarraceniaceae S. Amer.,2011,"Amazonas (Brazil North, Brazil, Southern America)",NA,NA,www.ipni.org/n/77116359-1,tax_nov,IPNI,NA
