name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Diospyros acreana,284415,Diospyros acreana,81165-2,Ebenaceae,Diospyros,acreana,spec.,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot. 22: 1. 1966 ","Bol. Mus. Paraense Emilio Goeldi, N.S., Bot.",1966,"Acre (Brazil, Southern America)",NA,NA,www.ipni.org/n/81165-2,tax_nov,IPNI,NA
Diospyros agnitser,605734,Diospyros agnitser,77196909-1,Ebenaceae,Diospyros,agnitser,spec.,"Ann. Naturhist. Mus. Wien, B 121: 272. 2019 [15 Feb 2019] ","Ann. Naturhist. Mus. Wien, B",2019,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,NA,www.ipni.org/n/77196909-1,tax_nov,IPNI,NA
Diospyros akaraiensis,82303,Diospyros akaraiensis,81167-2,Ebenaceae,Diospyros,akaraiensis,spec.,Lloydia 2: 205. 1939 ,Lloydia,1939,Brazil (Southern America),NA,NA,www.ipni.org/n/81167-2,tax_nov,IPNI,NA
Diospyros amabi,7430,Diospyros amabi,77067576-1,Ebenaceae,Diospyros,amabi,spec.,"Ann. Naturhist. Mus. Wien, B 106: 239 (-240). 2005 [Jul 2005] ","Ann. Naturhist. Mus. Wien, B",2005,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,NA,www.ipni.org/n/77067576-1,tax_nov,IPNI,NA
Diospyros apeibacarpos,7431,Diospyros apeibacarpos,322083-1,Ebenaceae,Diospyros,apeibacarpos,spec.,Quar. Piant. Nuov. Bras. 12 (-13). 1820 [preprinted from Mem. Mat. Fis. Soc. Ital. Sci. Modena 18: 391. 1821],Quar. Piant. Nuov. Bras.,1820,Brazil (Southern America),NA,NA,www.ipni.org/n/322083-1,tax_nov,IPNI,NA
Diospyros araripensis,284431,Diospyros araripensis,81172-2,Ebenaceae,Diospyros,araripensis,spec.,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot. 21: 2. 1963 ","Bol. Mus. Paraense Emilio Goeldi, N.S., Bot.",1963,"Ceará (Brazil, Southern America)",NA,NA,www.ipni.org/n/81172-2,tax_nov,IPNI,NA
Diospyros arupaj,112027,Diospyros arupaj,320690-2,Ebenaceae,Diospyros,arupaj,spec.,"Ann. Naturhist. Mus. Wien, B 102: 418 (-419). 2000 [Dec 2000] ","Ann. Naturhist. Mus. Wien, B",2000,"Myn. de Noovo Japurá, rio Japurá, margem direita, lago do Mapari [1°55'S, 66°55'W], mata de igapó, solo arenoso, Amazonas (Brazil, Southern America)",NA,[Gandhi 10 Jan 2000],www.ipni.org/n/320690-2,tax_nov,IPNI,NA
Diospyros bullata,82305,Diospyros bullata,81174-2,Ebenaceae,Diospyros,bullata,spec.,J. Arnold Arbor. 20: 302. 1939 ,J. Arnold Arbor.,1939,"Amazonas (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1939&rft.spage=302&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/480&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/81174-2,tax_nov,IPNI,NA
Diospyros cauligera,82306,Diospyros cauligera,81184-2,Ebenaceae,Diospyros,cauligera,spec.,"Mem. New York Bot. Gard. 32: 325 (-327), fig. 1981 ",Mem. New York Bot. Gard.,1981,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1981&rft.spage=325&rft.volume=32&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/81184-2,tax_nov,IPNI,NA
Diospyros cavalcantei,82307,Diospyros cavalcantei,320551-2,Ebenaceae,Diospyros,cavalcantei,spec.,Kew Bull. 55(2): 471 (-475; fig. 1). 2000 [15 Aug 2000] ,Kew Bull.,2000,"Manaus, Reserva Florestal Ducke, 2°53'S, 59°58'W, 50 m, Amazonas (Brazil, Southern America)",NA,[Gandhi 16 Nov 2000],www.ipni.org/n/320551-2,tax_nov,IPNI,NA
Diospyros dalyom,22644,Diospyros dalyom,327110-2,Ebenaceae,Diospyros,dalyom,spec.,"Ann. Naturhist. Mus. Wien, B 104: 563 (-566). 2003 [Mar 2003] ","Ann. Naturhist. Mus. Wien, B",2003,"Mun. Brasiléia, Basion of Rio Acre, tributary of Rio Purus, Colonia Santo Antonio (Sr. Raimundo Teixeira), ca. 10°56'29S, ca. 69°15'41W, Acre (Brazil, Southern America)",NA,"specific epithet, coined arbitrarily, partly refers to D. C. Daly",www.ipni.org/n/327110-2,tax_nov,IPNI,NA
Diospyros duartei,7434,Diospyros duartei,81191-2,Ebenaceae,Diospyros,duartei,spec.,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot. 21: 2. 1963 ","Bol. Mus. Paraense Emilio Goeldi, N.S., Bot.",1963,"Espirito Santo (Brazil, Southern America)",NA,NA,www.ipni.org/n/81191-2,tax_nov,IPNI,NA
Diospyros egleri,82311,Diospyros egleri,81193-2,Ebenaceae,Diospyros,egleri,spec.,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot. 9: 3, figs. 1960 ","Bol. Mus. Paraense Emilio Goeldi, N.S., Bot.",1960,"Amazonas (Brazil, Southern America)",NA,NA,www.ipni.org/n/81193-2,tax_nov,IPNI,NA
Diospyros froesii,284430,Diospyros froesii,81194-2,Ebenaceae,Diospyros,froesii,spec.,"Acta Amazonica 7(2): 191, fig. 2. 1977 [post Jun ? 1977] ",Acta Amazonica,1977,"Amazonas (Brazil, Southern America)",NA,NA,www.ipni.org/n/81194-2,tax_nov,IPNI,NA
Diospyros guatterioides,78238,Diospyros guatterioides,81196-2,Ebenaceae,Diospyros,guatterioides,spec.,Brittonia 2: 162. 1936 as Diosypros,Brittonia,1936,"Amazonas (Brazil, Southern America)",NA,NA,www.ipni.org/n/81196-2,tax_nov,IPNI,NA
Diospyros impia,611267,Diospyros impia,77207294-1,Ebenaceae,Diospyros,impia,spec.,"Ann. Naturhist. Mus. Wien, B 122: 226. 2020 [Feb 2020] ","Ann. Naturhist. Mus. Wien, B",2020,"Espírito Santo (Brazil Southeast, Brazil, Southern America);Bahia (Brazil Northeast, Brazil, Southern America);",NA,NA,www.ipni.org/n/77207294-1,tax_nov,IPNI,NA
Diospyros janeirensis,115494,Diospyros janeirensis,81203-2,Ebenaceae,Diospyros,janeirensis,spec.,Kew Bull. 4(4): 487. 1950 [1949 publ. 16 Feb 1950] ,Kew Bull.,1950,"Rio de Janeiro &amp; Minas Geraes, Brazil (Southern America)",NA,NA,www.ipni.org/n/81203-2,tax_nov,IPNI,NA
Diospyros juruensis,82313,Diospyros juruensis,81205-2,Ebenaceae,Diospyros,juruensis,spec.,Brittonia 2: 163. 1936 as Diosypros,Brittonia,1936,"Amazonas (Brazil, Southern America)",NA,NA,www.ipni.org/n/81205-2,tax_nov,IPNI,NA
