name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Genlisea cylindrica,Lentibulariaceae,Genlisea,cylindrica,spec.,"Ark. Bot. 8, no. 6: 4, pl. 1, 3. 1909 [10 Apr 1909] ",Ark. Bot.,1909,Brazil (Southern America),108128-2,NA,NA,www.ipni.org/n/108128-2,tax_nov,IPNI,NA
Genlisea exhibitionista,Lentibulariaceae,Genlisea,exhibitionista,spec.,"Phytotaxa 33: 19 (-21; figs. 8, 12J-K, 13N-O, map). 2011 [28 Nov 2011] ",Phytotaxa,2011,"Bahia (Brazil Northeast, Brazil, Southern America)",77116818-1,NA,NA,www.ipni.org/n/77116818-1,tax_nov,IPNI,NA
Genlisea filiformis,Lentibulariaceae,Genlisea,filiformis,spec.,Voy. Distr. Diam. 2: 430. 1833 ,Voy. Distr. Diam.,1833,Brazil (Southern America),324243-2,NA,NA,www.ipni.org/n/324243-2,tax_nov,IPNI,NA
Genlisea flexuosa,Lentibulariaceae,Genlisea,flexuosa,spec.,"Phytotaxa 33: 15 (-18; figs. 7, 12G-H, 13G-H, map). 2011 [28 Nov 2011] ",Phytotaxa,2011,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77116817-1,NA,NA,www.ipni.org/n/77116817-1,tax_nov,IPNI,NA
Genlisea hawkingii,Lentibulariaceae,Genlisea,hawkingii,spec.,PLoS ONE 15(1)-e0226337: 4. 2020 [15 Jan 2020] [epublished],PLoS ONE,2020,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77203166-1,NA,doi:10.1371/journal. pone.0226337 Editor: Lorenzo P Named after Stephen William Hawking.,www.ipni.org/n/77203166-1,tax_nov,IPNI,https://doi.org/10.1371/journal.
Genlisea lobata,Lentibulariaceae,Genlisea,lobata,spec.,"Bradea 5: 152 (-153), figs. 1989 ",Bradea,1989,"Minas Gerais (Brazil, Southern America)",277359-2,NA,NA,www.ipni.org/n/277359-2,tax_nov,IPNI,NA
Genlisea metallica,Lentibulariaceae,Genlisea,metallica,spec.,"Phytotaxa 33: 5 (-8; figs. 4,12A-B, 13E-F, 14, map). 2011 [28 Nov 2011] ",Phytotaxa,2011,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77116815-1,NA,NA,www.ipni.org/n/77116815-1,tax_nov,IPNI,NA
Genlisea multiflora,Lentibulariaceae,Genlisea,multiflora,spec.,Phytotaxa 319(3): 290. 2017 [5 Sep 2017] [epublished],Phytotaxa,2017,"Roraima (Brazil North, Brazil, Southern America)",77176612-1,NA,doi:10.11646/phytotaxa.319.3.9,www.ipni.org/n/77176612-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.319.3.9
Genlisea nebulicola,Lentibulariaceae,Genlisea,nebulicola,spec.,"Phytotaxa 33: 21 (-22; figs. 9, 12L-M, 13P-Q, map). 2011 [28 Nov 2011] ",Phytotaxa,2011,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77116819-1,NA,NA,www.ipni.org/n/77116819-1,tax_nov,IPNI,NA
Genlisea oligophylla,Lentibulariaceae,Genlisea,oligophylla,spec.,"Phytotaxa 33: 10 (-12; figs. 5, 12C-D, 13C-D, map). 2011 [28 Nov 2011] ",Phytotaxa,2011,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77116816-1,NA,NA,www.ipni.org/n/77116816-1,tax_nov,IPNI,NA
Genlisea tuberosa,Lentibulariaceae,Genlisea,tuberosa,spec.,Syst. Bot. 38(2): 464. 2013 [30 May 2013] ,Syst. Bot.,2013,"Minas Gerais (Brazil Southeast, Brazil, Southern America);Bahia (Brazil Northeast, Brazil, Southern America);Brasília Distrito Federal (Brazil West-Central, Brazil, Southern America);Goiás (Brazil West-Central, Brazil, Southern America);",77132585-1,NA,doi:10.1600/036364413X666679,www.ipni.org/n/77132585-1,tax_nov,IPNI,https://doi.org/10.1600/036364413X666679
Genlisea uncinata,Lentibulariaceae,Genlisea,uncinata,spec.,Bradea 3(41): 365 (1983). ,Bradea,1983,Brazil.,902093-1,NA,NA,www.ipni.org/n/902093-1,tax_nov,IPNI,NA
Saccolaria biovularioides,Lentibulariaceae,Saccolaria,biovularioides,spec.,Repert. Spec. Nov. Regni Veg. 13: 394. 1914 ,Repert. Spec. Nov. Regni Veg.,1914,Brazil (Southern America),284501-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/353669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/284501-2,tax_nov,IPNI,NA
Utricularia amethystina,Lentibulariaceae,Utricularia,amethystina,spec.,"Compt. Rend. Hebd. Séances Acad. Sci., Ser. D. 7: 870. 1838 (as amethistina)","Compt. Rend. Hebd. Séances Acad. Sci., Ser. D.",1838,"Bahia (Brazil, Southern America)",260742-2,NA,NA,www.ipni.org/n/260742-2,tax_nov,IPNI,NA
Utricularia amoena,Lentibulariaceae,Utricularia,amoena,spec.,Notizbl. Königl. Bot. Gart. Berlin 6: 190. 1914 ,Notizbl. Königl. Bot. Gart. Berlin,1914,Brazil (Southern America),260744-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=190&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/260744-2,tax_nov,IPNI,NA
Utricularia ariramba,Lentibulariaceae,Utricularia,ariramba,spec.,"PhytoKeys 169: 78, figs. 1-3. 2020 [4 Dec 2020] [epublished]",PhytoKeys,2020,"Pará (Brazil, Southern America)",77213187-1,NA,"doi:10.3897/phytokeys.169.57626 The specific epithet is a noun in apposition, referring to the Campos de Ariramba, where this species was discovered. The word 'ariramba' comes from the Tupi language 'uarirámba' and refers to the birds of the Galbulidae family, which are commonly found in the area.",www.ipni.org/n/77213187-1,tax_nov,IPNI,https://doi.org/10.3897/phytokeys.169.57626
Utricularia arrojadensis,Lentibulariaceae,Utricularia,arrojadensis,spec.,Estud. Bot. Nordéste 3: 222. 1923 Nomen; Insp. Fed. Obras Secc. Publ. 57,Estud. Bot. Nordéste,1923,"Bahia (Brazil, Southern America)",262038-2,NA,NA,www.ipni.org/n/262038-2,tax_nov,IPNI,NA
Utricularia baldwinii,Lentibulariaceae,Utricularia,baldwinii,spec.,Bull. Torrey Bot. Club 79: 310. 1952 ,Bull. Torrey Bot. Club,1952,"Amapá (Terr.) (Brazil, Southern America)",260751-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1952&rft.spage=310&rft.volume=79&rft_id=http://www.biodiversitylibrary.org/bibliography/340&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/260751-2,tax_nov,IPNI,NA
Utricularia biceps,Lentibulariaceae,Utricularia,biceps,spec.,Phytotaxa 376(5): 215. 2018 [21 Nov 2018] [epublished],Phytotaxa,2018,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77192127-1,NA,doi:10.11646/phytotaxa.376.5.4,www.ipni.org/n/77192127-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.376.5.4
