name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Bursera leptophloeos,81422,Bursera leptophloeos,38626-2,Burseraceae,Bursera,leptophloeos,spec.,Flora 11(1): 393. 1828 ,Flora,1828,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.issue=1&rft.spage=393&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/38626-2,tax_nov,IPNI,NA
Bursera pereirae,287976,Bursera pereirae,60466892-2,Burseraceae,Bursera,pereirae,spec.,Brittonia 66(2): 186. 2013 [17 Sep 2013] [epublished],Brittonia,2013,"Goiás (Brazil West-Central, Brazil, Southern America)",NA,doi:10.1007/s12228-014-9333-5,www.ipni.org/n/60466892-2,tax_nov,IPNI,https://doi.org/10.1007/s12228-014-9333-5
Crepidospermum atlanticum,6587,Crepidospermum atlanticum,324374-2,Burseraceae,Crepidospermum,atlanticum,spec.,Kew Bull. 57(2): 471 (-477; fig. 1). 2002 [7 Aug 2002] ,Kew Bull.,2002,"Sao Vicente Férrer (Mata do Estado), 7°35'S, 35°30'W, 600 m, Pernambuco (Brazil, Southern America)",NA,NA,www.ipni.org/n/324374-2,tax_nov,IPNI,NA
Dacryodes amplectans,604382,Dacryodes amplectans,77157817-1,Burseraceae,Dacryodes,amplectans,spec.,Brittonia 68(2): 121. 2016 [22 Jan 2016] [epublished],Brittonia,2016,"Colombia (Western South America, Southern America);Ecuador (Western South America, Southern America);Peru (Western South America, Southern America);Venezuela (Northern South America, Southern America);Amazonas (Brazil North, Brazil, Southern America);",NA,doi:10.1007/s12228-015-9405-1,www.ipni.org/n/77157817-1,tax_nov,IPNI,https://doi.org/10.1007/s12228-015-9405-1
Dacryodes edilsonii,22353,Dacryodes edilsonii,60439131-2,Burseraceae,Dacryodes,edilsonii,spec.,Brittonia 57(2): 118 (-122; fig. 1). 2005 [30 Jun 2005] ,Brittonia,2005,"Acre (Brazil, Southern America)",NA,NA,www.ipni.org/n/60439131-2,tax_nov,IPNI,NA
Dacryodes froesiana,606667,Dacryodes froesiana,77200784-1,Burseraceae,Dacryodes,froesiana,spec.,Brittonia 71(2): 207. 2019 [20 Feb 2019] [epublished],Brittonia,2019,"Amapá (Brazil North, Brazil, Southern America)",NA,"doi:10.1007/s12228-018-09564-7 The specific epithet honours Ricardo de Lemos Fróes (1891–1960), of the Instituto Agronômico do Norte (IAN, now EMBRAPA) in Belém.",www.ipni.org/n/77200784-1,tax_nov,IPNI,https://doi.org/10.1007/s12228-018-09564-7
Dacryodes hopkinsii,81436,Dacryodes hopkinsii,77206207-1,Burseraceae,Dacryodes,hopkinsii,spec.,Brittonia 70(4): 439. 2018 [29 Aug 2018] [epublished],Brittonia,2018,"Amazonas (Brazil North, Brazil, Southern America);Colombia (Western South America, Southern America);Venezuela (Northern South America, Southern America);Peru (Western South America, Southern America);",NA,doi:10.1007/s12228-018-9537-1 This species in honor of Michael J. G. (Mike) Hopkins.,www.ipni.org/n/77206207-1,tax_nov,IPNI,https://doi.org/10.1007/s12228-018-9537-1
Dacryodes kukachkana,81437,Dacryodes kukachkana,75725-2,Burseraceae,Dacryodes,kukachkana,spec.,"Fieldiana, Bot. 31: 251. 1967 ","Fieldiana, Bot.",1967,Peru (Huanuco) &amp; Brazil (Amazonas),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1967&rft.spage=251&rft.volume=31&rft_id=http://www.biodiversitylibrary.org/bibliography/42247&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/75725-2,tax_nov,IPNI,NA
Dacryodes negrensis,81439,Dacryodes negrensis,326810-2,Burseraceae,Dacryodes,negrensis,spec.,Brittonia 54(4): 268 (266-274; fig. 1). 2003 [16 Apr 2003] ,Brittonia,2003,"Foothills of Serra Curicuriari, Amazonas (Brazil, Southern America)",NA,NA,www.ipni.org/n/326810-2,tax_nov,IPNI,NA
Dacryodes oblongipetala,606668,Dacryodes oblongipetala,77200787-1,Burseraceae,Dacryodes,oblongipetala,spec.,Brittonia 71(2): 213. 2019 [20 Feb 2019] [epublished],Brittonia,2019,"Amazonas (Brazil North, Brazil, Southern America);Amapá (Brazil North, Brazil, Southern America);French Guiana (Northern South America, Southern America);",NA,doi:10.1007/s12228-018-09564-7,www.ipni.org/n/77200787-1,tax_nov,IPNI,https://doi.org/10.1007/s12228-018-09564-7
Dacryodes sclerophylla,81444,Dacryodes sclerophylla,75735-2,Burseraceae,Dacryodes,sclerophylla,spec.,Trop. Woods no. 106: 63. 1957 ,Trop. Woods,1957,"Amazonas (Brazil, Southern America)",NA,NA,www.ipni.org/n/75735-2,tax_nov,IPNI,NA
Dacryodes spatulata,606669,Dacryodes spatulata,77200790-1,Burseraceae,Dacryodes,spatulata,spec.,Brittonia 71(2): 218. 2019 [20 Feb 2019] [epublished],Brittonia,2019,"Amazonas (Brazil North, Brazil, Southern America);Roraima (Brazil North, Brazil, Southern America);",NA,doi:10.1007/s12228-018-09564-7,www.ipni.org/n/77200790-1,tax_nov,IPNI,https://doi.org/10.1007/s12228-018-09564-7
Garuga gigantea,115177,Garuga gigantea,306327-2,Burseraceae,Garuga,gigantea,spec.,"Fl. Bras. (Martius) 12(2): 288, t. 60. 1874 [1 Sep 1874] ",Fl. Bras. (Martius),1874,"Amazonas (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/144114&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/306327-2,tax_nov,IPNI,NA
Paraprotium amazonicum,81446,Paraprotium amazonicum,183020-2,Burseraceae,Paraprotium,amazonicum,spec.,Bot. Mus. Leafl. 18: 156. 1958 ,Bot. Mus. Leafl.,1958,"Amazonas (Brazil, Southern America)",NA,NA,www.ipni.org/n/183020-2,tax_nov,IPNI,NA
Protium acrense,616456,Protium acrense,77212120-1,Burseraceae,Protium,acrense,spec.,Brittonia 72(3): 292. 2020 [15 Jul 2020] [epublished],Brittonia,2020,"Bolivia (Western South America, Southern America);Acre (Brazil North, Brazil, Southern America);Mato Grosso (Brazil West-Central, Brazil, Southern America);Rondônia (Brazil North, Brazil, Southern America);",NA,doi:10.1007/s12228-020-09616-x Named after the state in Brazil where it is most frequently encountered.,www.ipni.org/n/77212120-1,tax_nov,IPNI,https://doi.org/10.1007/s12228-020-09616-x
