name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Schiekia timida,619482,Schiekia timida,77213184-1,Haemodoraceae,Schiekia,timida,spec.,"PhytoKeys 169: 34, figs. 19-20. 2020 [4 Dec 2020] [epublished]",PhytoKeys,2020,"Amazonas (Brazil North, Brazil, Southern America);Goiás (Brazil West-Central, Brazil, Southern America);Maranhão (Brazil Northeast, Brazil, Southern America);Mato Grosso (Brazil West-Central, Brazil, Southern America);Pará (Brazil North, Brazil, Southern America);Roraima (Brazil North, Brazil, Southern America);Tocantins (Brazil North, Brazil, Southern America);Bolivia (Western South America, Southern America);Colombia (Western South America, Southern America);Guyana (Northern South America, Southern America);Venezuela (Northern South America, Southern America);",NA,"doi:10.3897/phytokeys.169.57996 The specific epithet means 'shy' and makes reference to the cleistogamous flowers, which open only a few millimetres.",www.ipni.org/n/77213184-1,tax_nov,IPNI,https://doi.org/10.3897/phytokeys.169.57996
