name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Apteria orobanchoides,Burmanniaceae,Apteria,orobanchoides,spec.,"Hooker's Icon. Pl. ser. 1, 3: 254. 1840 [Jan 1840] ",Hooker's Icon. Pl.,1840,"Rio de Janeiro (Brazil, Southern America)",126548-1,NA,NA,www.ipni.org/n/126548-1,tax_nov,IPNI,NA
Apteria ulei,Burmanniaceae,Apteria,ulei,spec.,Verh. Bot. Vereins Prov. Brandenburg 47: 102. 1905 ,Verh. Bot. Vereins Prov. Brandenburg,1905,Brazil (Southern America),16762-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1905&rft.spage=102&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/49731&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/16762-2,tax_nov,IPNI,NA
Burmannia amazonica,Burmanniaceae,Burmannia,amazonica,spec.,Verh. Bot. Vereins Prov. Brandenburg 47: 102. 1905 ,Verh. Bot. Vereins Prov. Brandenburg,1905,Brazil (Southern America),38381-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1905&rft.spage=102&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/49731&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/38381-2,tax_nov,IPNI,NA
Burmannia australis,Burmanniaceae,Burmannia,australis,spec.,"Bih. Kongl. Svenska Vetensk.-Akad. Handl. 22, Afd. 3, No. 8: 25, pl. 1, fig. 1. 1896 ",Bih. Kongl. Svenska Vetensk.-Akad. Handl.,1896,Brazil (Southern America),38382-2,NA,NA,www.ipni.org/n/38382-2,tax_nov,IPNI,NA
Burmannia damazii,Burmanniaceae,Burmannia,damazii,spec.,"Bull. Herb. Boissier ser. 2, 5: 948. 1905 ",Bull. Herb. Boissier,1905,"Minas Gerais (Brazil, Southern America)",38387-2,NA,NA,www.ipni.org/n/38387-2,tax_nov,IPNI,NA
Burmannia grandiflora,Burmanniaceae,Burmannia,grandiflora,spec.,"Bih. Kongl. Svenska Vetensk.-Akad. Handl. 22, Afd. 3, no. 8: 27, pl. 1, fig. 2. 1896 ",Bih. Kongl. Svenska Vetensk.-Akad. Handl.,1896,Brazil (Southern America),38389-2,NA,NA,www.ipni.org/n/38389-2,tax_nov,IPNI,NA
Burmannia jonkeri,Burmanniaceae,Burmannia,jonkeri,spec.,"Acta Bot. Neerl. 30: 140, fig. 1981 ",Acta Bot. Neerl.,1981,"Goiás (Brazil, Southern America)",38391-2,NA,NA,www.ipni.org/n/38391-2,tax_nov,IPNI,NA
Burmannia polygaloides,Burmanniaceae,Burmannia,polygaloides,spec.,Verh. Bot. Vereins Prov. Brandenburg 47: 103. 1905 ,Verh. Bot. Vereins Prov. Brandenburg,1905,Brazil (Southern America),38392-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1905&rft.spage=103&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/49731&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/38392-2,tax_nov,IPNI,NA
Dipterosiphon spelaeicola,Burmanniaceae,Dipterosiphon,spelaeicola,spec.,"Bull. Herb. Boissier 7: 126, pl. 4, figs. 1-10. 1899 ",Bull. Herb. Boissier,1899,Brazil (Southern America),82060-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1899&rft.spage=126&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/49730&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/82060-2,tax_nov,IPNI,NA
Glaziocharis macahensis,Burmanniaceae,Glaziocharis,macahensis,spec.,"Oversigt Dansk. Vidensk. Selsk. Forth 1901: 175, tab. 3. 1902 ",Oversigt Dansk. Vidensk. Selsk. Forth,1902,"Rio de Janeiro (Brazil, Southern America)",110681-2,NA,NA,www.ipni.org/n/110681-2,tax_nov,IPNI,NA
Gymnosiphon glaziovii,Burmanniaceae,Gymnosiphon,glaziovii,spec.,Symb. Antill. (Urban). 3(3): 438. 1903 [1 May 1903] ,Symb. Antill. (Urban).,1903,Brazil (Southern America),115825-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/702926&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/115825-2,tax_nov,IPNI,NA
Gymnosiphon pusillus,Burmanniaceae,Gymnosiphon,pusillus,spec.,Symb. Antill. (Urban). 3(3): 438. 1903 [1 May 1903] ,Symb. Antill. (Urban).,1903,Brazil (Southern America),115834-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/702926&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/115834-2,tax_nov,IPNI,NA
