name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Acontias pentaphyllus,Araceae,Acontias,pentaphyllus,spec.,Syn. Aroid. 65. 1856 [Mar 1856] ,Syn. Aroid.,1856,Brazil (Southern America),83994-1,NA,NA,www.ipni.org/n/83994-1,tax_nov,IPNI,NA
Alloschemone inopinata,Araceae,Alloschemone,inopinata,spec.,Aroideana 24: 91 (2001). ,Aroideana,2001,Brazil North (Amazonas),20001019-1,NA,NA,www.ipni.org/n/20001019-1,tax_nov,IPNI,NA
Anaphyllopsis cururuana,Araceae,Anaphyllopsis,cururuana,spec.,"Aroideana 11: 29 (-30), fig. 1989 ",Aroideana,1989,Brazil (Southern America),272110-2,NA,NA,www.ipni.org/n/272110-2,tax_nov,IPNI,NA
Anthurium acutum,Araceae,Anthurium,acutum,spec.,"Gard. Chron. ser. 3, 2: 776. 1887 ",Gard. Chron.,1887,Brazil (Southern America),15062-2,NA,NA,www.ipni.org/n/15062-2,tax_nov,IPNI,NA
Anthurium alcatrazense,Araceae,Anthurium,alcatrazense,spec.,Rodriguésia 59(4): 830 (-832; fig. 1a-d). 2008 ,Rodriguésia,2008,"São Paulo (Brazil Southeast, Brazil, Southern America)",77097938-1,NA,NA,www.ipni.org/n/77097938-1,tax_nov,IPNI,NA
Anthurium amazonicum,Araceae,Anthurium,amazonicum,spec.,"Pflanzenr. (Engler) IV, Fam. 23b: 194. 1905 ",Pflanzenr. (Engler),1905,Brazil (Southern America),15076-2,NA,NA,www.ipni.org/n/15076-2,tax_nov,IPNI,NA
Anthurium ameliae,Araceae,Anthurium,ameliae,spec.,Rodriguésia 56(88): 38 (-40; fig. 2a-e). 2005 ,Rodriguésia,2005,"Sao Paulo (Brazil, Southern America)",60441548-2,NA,specific name honors: Amélia Almeida Ribeiro Olaio (fl. 1990).,www.ipni.org/n/60441548-2,tax_nov,IPNI,NA
Anthurium angustifolium,Araceae,Anthurium,angustifolium,spec.,Syst. Bot. 39(1): 31. 2014 [5 Feb 2014] [epublished],Syst. Bot.,2014,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",77142451-1,NA,doi:10.1600/036364414X678161,www.ipni.org/n/77142451-1,tax_nov,IPNI,https://doi.org/10.1600/036364414X678161
Anthurium atrovinosum,Araceae,Anthurium,atrovinosum,spec.,Phytotaxa 440(4): 293. 2020 [29 Apr 2020] [epublished],Phytotaxa,2020,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77210041-1,NA,doi:10.11646/phytotaxa.440.4.4 The epithet refers to the colour of the berry.,www.ipni.org/n/77210041-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.440.4.4
Anthurium blanchetianum,Araceae,Anthurium,blanchetianum,spec.,"Pflanzenr. (Engler) 4, Fam. 23b: 168. 1905 ",Pflanzenr. (Engler),1905,Brazil (Southern America),15124-2,NA,NA,www.ipni.org/n/15124-2,tax_nov,IPNI,NA
Anthurium bocainense,Araceae,Anthurium,bocainense,spec.,Rodriguésia 56(88): 36 (-38; fig. 1a-h). 2005 ,Rodriguésia,2005,"Sao Paulo (Brazil, Southern America)",60441547-2,NA,as bocainensis,www.ipni.org/n/60441547-2,tax_nov,IPNI,NA
Anthurium boudetii,Araceae,Anthurium,boudetii,spec.,Aroideana 29: 91 (-93; fig. 1A-B). 2006 ,Aroideana,2006,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",77097858-1,NA,NA,www.ipni.org/n/77097858-1,tax_nov,IPNI,NA
Anthurium brachypodum,Araceae,Anthurium,brachypodum,spec.,"Arch. Jard. Bot. Rio de Janeiro 15: 98, tab. 14. 1957 ",Arch. Jard. Bot. Rio de Janeiro,1957,"Espirito Santo (Brazil, Southern America)",15130-2,NA,NA,www.ipni.org/n/15130-2,tax_nov,IPNI,NA
Anthurium bragae,Araceae,Anthurium,bragae,spec.,Aroideana 29: 93 (-94; fig. 1C-D). 2006 ,Aroideana,2006,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",77097860-1,NA,NA,www.ipni.org/n/77097860-1,tax_nov,IPNI,NA
Anthurium brevilobum,Araceae,Anthurium,brevilobum,spec.,"Gard. Chron. ser. 3, 1: 380. 1887 ",Gard. Chron.,1887,Brazil (Southern America),15134-2,NA,NA,www.ipni.org/n/15134-2,tax_nov,IPNI,NA
Anthurium brigadeiroense,Araceae,Anthurium,brigadeiroense,spec.,Phytotaxa 440(4): 297. 2020 [29 Apr 2020] [epublished],Phytotaxa,2020,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77210043-1,NA,doi:10.11646/phytotaxa.440.4.4,www.ipni.org/n/77210043-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.440.4.4
Anthurium bromelicola,Araceae,Anthurium,bromelicola,spec.,Aroideana 23: 89. 2000 ,Aroideana,2000,Brazil Northeast (Pernambuco).,1016252-1,NA,NA,www.ipni.org/n/1016252-1,tax_nov,IPNI,NA
Anthurium cachoeirense,Araceae,Anthurium,cachoeirense,spec.,Phytotaxa 217(1): 81. 2015 [22 Jun 2015] [epublished],Phytotaxa,2015,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",77147978-1,NA,doi:10.11646/phytotaxa.217.1.7,www.ipni.org/n/77147978-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.217.1.7
Anthurium caparaoense,Araceae,Anthurium,caparaoense,spec.,Phytotaxa 373(2): 122. 2018 [24 Oct 2018] [epublished],Phytotaxa,2018,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77191521-1,NA,doi:10.11646/phytotaxa.373.2.2,www.ipni.org/n/77191521-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.373.2.2
Anthurium cipoense,Araceae,Anthurium,cipoense,spec.,Rodriguésia 62(2): 316 (figs.). 2011 ,Rodriguésia,2011,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77118286-1,NA,NA,www.ipni.org/n/77118286-1,tax_nov,IPNI,NA
Anthurium cleistanthum,Araceae,Anthurium,cleistanthum,spec.,"Arch. Jard. Bot. Rio de Janeiro 15: 97, tab. 13. 1957 ",Arch. Jard. Bot. Rio de Janeiro,1957,"Espirito Santo (Brazil, Southern America)",15189-2,NA,NA,www.ipni.org/n/15189-2,tax_nov,IPNI,NA
Anthurium codajasii,Araceae,Anthurium,codajasii,spec.,"Arch. Jard. Bot. Rio de Janeiro 15: 97, tab. 12. 1957 ",Arch. Jard. Bot. Rio de Janeiro,1957,"Amazonas (Brazil, Southern America)",15194-2,NA,NA,www.ipni.org/n/15194-2,tax_nov,IPNI,NA
Anthurium comtum,Araceae,Anthurium,comtum,spec.,Bonplandia 10: 87. 1862 ,Bonplandia,1862,Brazil (Southern America),84678-1,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1862&rft.spage=87&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/5823&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/84678-1,tax_nov,IPNI,NA
Anthurium crassipes,Araceae,Anthurium,crassipes,spec.,Bot. Jahrb. Syst. 25(3): 400. 1898 [19 Jul 1898] ,Bot. Jahrb. Syst.,1898,Brazil (Southern America),15216-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.issue=3&rft.spage=400&rft.volume=25&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15216-2,tax_nov,IPNI,NA
Anthurium cronembergerae,Araceae,Anthurium,cronembergerae,spec.,Phytotaxa 188(3): 163. 2014 [12 Dec 2014] [epublished],Phytotaxa,2014,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",77144109-1,NA,doi:10.11646/phytotaxa.188.3.5,www.ipni.org/n/77144109-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.188.3.5
Anthurium curicuriariense,Araceae,Anthurium,curicuriariense,spec.,Aroideana 28: 49 (-51; fig. 1). 2005 [Jul ? 2005] ,Aroideana,2005,"Amazonas (Brazil North, Brazil, Southern America)",60439859-2,NA,NA,www.ipni.org/n/60439859-2,tax_nov,IPNI,NA
Anthurium eichleri,Araceae,Anthurium,eichleri,spec.,Bot. Jahrb. Syst. 25(3): 396. 1898 [19 Jul 1898] ,Bot. Jahrb. Syst.,1898,Brazil (Southern America),15256-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.issue=3&rft.spage=396&rft.volume=25&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15256-2,tax_nov,IPNI,NA
Anthurium ensifolium,Araceae,Anthurium,ensifolium,spec.,Willdenowia 32(2): 323 (-326; figs. 1-2). 2002 [13 Dec 2002] ,Willdenowia,2002,"Itapetinga, Bahia (Brazil, Southern America)",325695-2,NA,NA,www.ipni.org/n/325695-2,tax_nov,IPNI,NA
Anthurium erskinei,Araceae,Anthurium,erskinei,spec.,"Bradea 2(42): 281 (-283), figs. 1978 ",Bradea,1978,Brazil (Southern America),15268-2,NA,NA,www.ipni.org/n/15268-2,tax_nov,IPNI,NA
Anthurium erythrospadix,Araceae,Anthurium,erythrospadix,spec.,Phytotaxa 373(2): 126. 2018 [24 Oct 2018] [epublished],Phytotaxa,2018,"Espírito Santo (Brazil Southeast, Brazil, Southern America);Minas Gerais (Brazil Southeast, Brazil, Southern America);",77191522-1,NA,doi:10.11646/phytotaxa.373.2.2,www.ipni.org/n/77191522-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.373.2.2
Anthurium erythrospathaceum,Araceae,Anthurium,erythrospathaceum,spec.,Novon 27(1): 23. 2019 [13 Mar 2019] [epublished],Novon,2019,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77197201-1,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2019&rft.issue=1&rft.spage=23&rft.volume=27&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,doi:10.3417/2019267,www.ipni.org/n/77197201-1,tax_nov,IPNI,https://doi.org/10.3417/2019267
Anthurium fragae,Araceae,Anthurium,fragae,spec.,Aroideana 29: 96 (-98; fig. 2A-B). 2006 ,Aroideana,2006,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",77097864-1,NA,NA,www.ipni.org/n/77097864-1,tax_nov,IPNI,NA
Anthurium galactospadix,Araceae,Anthurium,galactospadix,spec.,"Ann. Missouri Bot. Gard. 78: 655, figs. 140, 143, 193, 343, 344. 1991 ",Ann. Missouri Bot. Gard.,1991,"Acre (Brazil, Southern America)",272286-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/28002041&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/272286-2,tax_nov,IPNI,NA
Anthurium gomesianum,Araceae,Anthurium,gomesianum,spec.,Aroideana 29: 98 (-99; fig. 2C-D). 2006 ,Aroideana,2006,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",77097866-1,NA,NA,www.ipni.org/n/77097866-1,tax_nov,IPNI,NA
Anthurium harleyi,Araceae,Anthurium,harleyi,spec.,Kew Bull. 74(1)-11: 4. 2019 [15 Mar 2019] [epublished],Kew Bull.,2019,"Bahia (Brazil Northeast, Brazil, Southern America)",77192381-1,NA,doi:10.1007/S12225-019-9796-3 The epithet of the species is given in honour of Raymond M. Harley.,www.ipni.org/n/77192381-1,tax_nov,IPNI,https://doi.org/10.1007/S12225-019-9796-3
Anthurium hatschbachii,Araceae,Anthurium,hatschbachii,spec.,Aroideana 34: 64. 2011 [5 Aug 2011] ,Aroideana,2011,"Paraná (Brazil South, Brazil, Southern America)",77119277-1,NA,NA,www.ipni.org/n/77119277-1,tax_nov,IPNI,NA
Anthurium hoehnei,Araceae,Anthurium,hoehnei,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 9: 271. 1925 ,Notizbl. Bot. Gart. Berlin-Dahlem,1925,Brazil (Southern America),15339-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1925&rft.spage=271&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15339-2,tax_nov,IPNI,NA
Anthurium icanense,Araceae,Anthurium,icanense,spec.,"Arch. Jard. Bot. Rio de Janeiro 15: 96, tab. 11. 1957 ",Arch. Jard. Bot. Rio de Janeiro,1957,"Amazonas (Brazil, Southern America)",15352-2,NA,NA,www.ipni.org/n/15352-2,tax_nov,IPNI,NA
Anthurium idimae,Araceae,Anthurium,idimae,spec.,Phytotaxa 316(1): 74. 2017 [1 Aug 2017] [epublished],Phytotaxa,2017,"Espírito Santo (Brazil Southeast, Brazil, Southern America);Rio de Janeiro (Brazil Southeast, Brazil, Southern America);",77176425-1,NA,doi:10.11646/phytotaxa.316.1.7 the specific epithet honours Idimá Gonçalves,www.ipni.org/n/77176425-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.316.1.7
Anthurium insculptum,Araceae,Anthurium,insculptum,spec.,Bot. Jahrb. Syst. 25(3): 413. 1898 [19 Jul 1898] ,Bot. Jahrb. Syst.,1898,Brazil (Southern America),15362-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.issue=3&rft.spage=413&rft.volume=25&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15362-2,tax_nov,IPNI,NA
Anthurium itanhaense,Araceae,Anthurium,itanhaense,spec.,"Pflanzenr. (Engler) 4, Fam. 23b: 166. 1905 ",Pflanzenr. (Engler),1905,Brazil (Southern America),15367-2,NA,NA,www.ipni.org/n/15367-2,tax_nov,IPNI,NA
Anthurium jureianum,Araceae,Anthurium,jureianum,spec.,"Hoehnea 17(2): 2, figs. 1-14. 1990 ",Hoehnea,1990,"Sao Paulo (Brazil, Southern America)",303944-2,NA,NA,www.ipni.org/n/303944-2,tax_nov,IPNI,NA
Anthurium krukovii,Araceae,Anthurium,krukovii,spec.,Ann. Missouri Bot. Gard. 78: 666. 1991 ,Ann. Missouri Bot. Gard.,1991,"Amazonas (Brazil, Southern America)",272314-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/28002052&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/272314-2,tax_nov,IPNI,NA
Anthurium lacerdae,Araceae,Anthurium,lacerdae,spec.,"Sellowia 8: 59, tab. 16. 1958 ",Sellowia,1958,"Santa Catarina (Brazil, Southern America)",15379-2,NA,NA,www.ipni.org/n/15379-2,tax_nov,IPNI,NA
Anthurium leonii,Araceae,Anthurium,leonii,spec.,Novon 15(1): 133 (-135; fig. 1). 2005 [29 Apr 2005] ,Novon,2005,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",60438456-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/644306&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/60438456-2,tax_nov,IPNI,NA
Anthurium loefgrenii,Araceae,Anthurium,loefgrenii,spec.,"Pflanzenr. (Engler) 4, Fam. 23b: 165. 1905 , as löfgrenii",Pflanzenr. (Engler),1905,Brazil (Southern America),15415-2,NA,NA,www.ipni.org/n/15415-2,tax_nov,IPNI,NA
Anthurium longicuspidatum,Araceae,Anthurium,longicuspidatum,spec.,Bot. Jahrb. Syst. 25(3): 415. 1898 [19 Jul 1898] ,Bot. Jahrb. Syst.,1898,Brazil (Southern America),15418-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.issue=3&rft.spage=415&rft.volume=25&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15418-2,tax_nov,IPNI,NA
Anthurium longilaminatum,Araceae,Anthurium,longilaminatum,spec.,Bot. Jahrb. Syst. 25(3): 399. 1898 [19 Jul 1898] ,Bot. Jahrb. Syst.,1898,Brazil (Southern America),15420-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.issue=3&rft.spage=399&rft.volume=25&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15420-2,tax_nov,IPNI,NA
Anthurium longipetiolatum,Araceae,Anthurium,longipetiolatum,spec.,Bot. Jahrb. Syst. 25(3): 400. 1898 [19 Jul 1898] ,Bot. Jahrb. Syst.,1898,Brazil (Southern America),15424-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.issue=3&rft.spage=400&rft.volume=25&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15424-2,tax_nov,IPNI,NA
Anthurium lucioi,Araceae,Anthurium,lucioi,spec.,"Pabstia 15(2): 4 (-6, 9; fig.). 2004 ",Pabstia,2004,"Minas Gerais (Brazil Southeast, Brazil, Southern America);São Paulo (Brazil Southeast, Brazil, Southern America);",77062949-1,NA,NA,www.ipni.org/n/77062949-1,tax_nov,IPNI,NA
Anthurium marcusianum,Araceae,Anthurium,marcusianum,spec.,Novon 27(1): 3. 2019 [21 Feb 2019] [epublished],Novon,2019,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",77197196-1,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2019&rft.issue=1&rft.spage=3&rft.volume=27&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,doi:10.3417/2018270 Named after Dr Marcus Alberto Nadruz Coelho.,www.ipni.org/n/77197196-1,tax_nov,IPNI,https://doi.org/10.3417/2018270
Anthurium marense,Araceae,Anthurium,marense,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 9: 271. 1925 ,Notizbl. Bot. Gart. Berlin-Dahlem,1925,Brazil (Southern America),15452-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1925&rft.spage=271&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15452-2,tax_nov,IPNI,NA
Anthurium maricense,Araceae,Anthurium,maricense,spec.,Aroideana 23: 82 (2000). ,Aroideana,2000,Brazil Southeast (Rio de Janeiro).,1016251-1,NA,NA,www.ipni.org/n/1016251-1,tax_nov,IPNI,NA
Anthurium martinellii,Araceae,Anthurium,martinellii,spec.,Novon 27(1): 25. 2019 [13 Mar 2019] [epublished],Novon,2019,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",77197202-1,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2019&rft.issue=1&rft.spage=25&rft.volume=27&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,doi:10.3417/2019267,www.ipni.org/n/77197202-1,tax_nov,IPNI,https://doi.org/10.3417/2019267
Anthurium mayoanum,Araceae,Anthurium,mayoanum,spec.,Phytotaxa 523(3): 230. 2021 [22 Oct 2021] [epublished],Phytotaxa,2021,"Pará (Brazil North, Brazil, Southern America)",77221509-1,NA,doi:10.11646/phytotaxa.523.3.3 Named in honour of Simon Joseph Mayo of Kew Gardens in England whose primary interest has always been Brazil.,www.ipni.org/n/77221509-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.523.3.3
Anthurium megapetiolatum,Araceae,Anthurium,megapetiolatum,spec.,Aroideana 24: 6 (2001). ,Aroideana,2001,Brazil Southeast (Minas Gerais),20000998-1,NA,NA,www.ipni.org/n/20000998-1,tax_nov,IPNI,NA
Anthurium micranthum,Araceae,Anthurium,micranthum,spec.,Notizbl. Königl. Bot. Gart. Berlin 6: 113. 1914 ,Notizbl. Königl. Bot. Gart. Berlin,1914,Brazil (Southern America),15465-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=113&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15465-2,tax_nov,IPNI,NA
Anthurium minarum,Araceae,Anthurium,minarum,spec.,"Feddes Repert. 110(Heft 7-8): 535 (-539, fig. 1, map). 1999 [Dec 1999] ",Feddes Repert.,1999,"Mun. Santana do Riacho, km 133, road from Belo Horizonte to Conceicao do Mato Dentro, Minas Gerais (Brazil, Southern America)",319190-2,NA,[Gandhi 4 Jan 2000],www.ipni.org/n/319190-2,tax_nov,IPNI,NA
Anthurium molle,Araceae,Anthurium,molle,spec.,Kew Bull. 64(4): 715 (-717; fig. 2). 2010 [2009 publ. Mar 2010] ,Kew Bull.,2010,"Bahia (Brazil Northeast, Brazil, Southern America)",77104509-1,NA,NA,www.ipni.org/n/77104509-1,tax_nov,IPNI,NA
Anthurium montezumense,Araceae,Anthurium,montezumense,spec.,Aroideana 23: 73 (2000). ,Aroideana,2000,Brazil Southeast (Minas Gerais).,1016250-1,NA,NA,www.ipni.org/n/1016250-1,tax_nov,IPNI,NA
Anthurium morii,Araceae,Anthurium,morii,spec.,"Kew Bull. 66(1): 123 (-125; fig. 1, map). 2011 [Aug 2011] ",Kew Bull.,2011,"Bahia (Brazil Northeast, Brazil, Southern America)",77111275-1,NA,NA,www.ipni.org/n/77111275-1,tax_nov,IPNI,NA
Anthurium mucuri,Araceae,Anthurium,mucuri,spec.,Phytotaxa 247(4): 281. 2016 [25 Feb 2016] [epublished],Phytotaxa,2016,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77158521-1,NA,"doi:10.11646/phytotaxa.247.4.6 the epithet mucuri commemorates the region known in Brazil as “Mucuri Valley Mesoregion”, a group of counties with similar culture and geographic features around the drainage system of the Mucuri River",www.ipni.org/n/77158521-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.247.4.6
Anthurium nanospadix,Araceae,Anthurium,nanospadix,spec.,"Pflanzenr. (Engler) 4, Fam. 23b: 173. 1905 ",Pflanzenr. (Engler),1905,Brazil (Southern America),15486-2,NA,NA,www.ipni.org/n/15486-2,tax_nov,IPNI,NA
Anthurium narae,Araceae,Anthurium,narae,spec.,Phytotaxa 351(1): 82. 2018 [29 May 2018] [epublished],Phytotaxa,2018,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77179202-1,NA,"doi:10.11646/phytotaxa.351.1.7 the specific epithet honours the researcher Nara Furtado de Oliveira Mota, who discovered Anthurium narae in 2005",www.ipni.org/n/77179202-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.351.1.7
Anthurium naviculare,Araceae,Anthurium,naviculare,spec.,Rodriguésia 59(4): 832 (-833; fig. 1e-h). 2008 ,Rodriguésia,2008,"São Paulo (Brazil Southeast, Brazil, Southern America)",77097939-1,NA,as navicularis,www.ipni.org/n/77097939-1,tax_nov,IPNI,NA
Anthurium nitidulum,Araceae,Anthurium,nitidulum,spec.,Bot. Jahrb. Syst. 25(3): 397. 1898 [19 Jul 1898] ,Bot. Jahrb. Syst.,1898,Brazil (Southern America),15498-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.issue=3&rft.spage=397&rft.volume=25&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15498-2,tax_nov,IPNI,NA
Anthurium nobile,Araceae,Anthurium,nobile,spec.,Bot. Jahrb. Syst. 25(3): 366. 1898 [19 Jul 1898] ,Bot. Jahrb. Syst.,1898,Brazil (Southern America),15501-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.issue=3&rft.spage=366&rft.volume=25&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15501-2,tax_nov,IPNI,NA
Anthurium organense,Araceae,Anthurium,organense,spec.,Bot. Jahrb. Syst. 25(3): 415. 1898 [19 Jul 1898] ,Bot. Jahrb. Syst.,1898,Brazil (Southern America),15530-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.issue=3&rft.spage=415&rft.volume=25&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15530-2,tax_nov,IPNI,NA
Anthurium petiolicarinatum,Araceae,Anthurium,petiolicarinatum,spec.,Novon 27(1): 8. 2019 [21 Feb 2019] [epublished],Novon,2019,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",77197200-1,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2019&rft.issue=1&rft.spage=8&rft.volume=27&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,doi:10.3417/2018265,www.ipni.org/n/77197200-1,tax_nov,IPNI,https://doi.org/10.3417/2018265
Anthurium petrophilum,Araceae,Anthurium,petrophilum,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 11: 607. 1932 ,Notizbl. Bot. Gart. Berlin-Dahlem,1932,"Bahia (Brazil, Southern America)",15573-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1932&rft.spage=607&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/15573-2,tax_nov,IPNI,NA
