name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Callisthene castellanosii,79774,Callisthene castellanosii,273906-2,Vochysiaceae,Callisthene,castellanosii,spec.,"Bradea 5: 150, tab. 1G-J. 1988 ",Bradea,1988,"Sao Paulo (Brazil, Southern America)",NA,NA,www.ipni.org/n/273906-2,tax_nov,IPNI,NA
Callisthene dryadum,15274,Callisthene dryadum,42475-2,Vochysiaceae,Callisthene,dryadum,spec.,"Rodriguésia 23-24: 56, fig. 2. 1964 ",Rodriguésia,1964,"Guanabara, Rio de Janeiro (Brazil, Southern America)",NA,NA,www.ipni.org/n/42475-2,tax_nov,IPNI,NA
Callisthene fasciculata,15275,Callisthene fasciculata,870827-1,Vochysiaceae,Callisthene,fasciculata,spec.,Nov. Gen. Sp. Pl. (Martius) 1(4): 126. 1826 [1824 publ. Jan-Mar 1826] ,Nov. Gen. Sp. Pl. (Martius),1826,"Minas Gerais (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.issue=4&rft.spage=126&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/870827-1,tax_nov,IPNI,NA
Callisthene inundata,102303,Callisthene inundata,20010427-1,Vochysiaceae,Callisthene,inundata,spec.,"Iheringia, Bot. 53: 104 (2000). ","Iheringia, Bot.",2000,Brazil South (Rio Grande do Sul),NA,NA,www.ipni.org/n/20010427-1,tax_nov,IPNI,NA
Callisthene kuhlmannii,101393,Callisthene kuhlmannii,273907-2,Vochysiaceae,Callisthene,kuhlmannii,spec.,"Bradea 5: 149, tab. 1A-F. 1988 ",Bradea,1988,Brazil (Southern America),NA,NA,www.ipni.org/n/273907-2,tax_nov,IPNI,NA
Callisthene major,15276,Callisthene major,30241242-2,Vochysiaceae,Callisthene,major,spec.,"Nov. Gen. Sp. Pl. (Martius) 1(4): 124, t. 75. 1826 [1824 publ. Jan-Mar 1826] ",Nov. Gen. Sp. Pl. (Martius),1826,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.issue=4&rft.spage=124&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/30241242-2,tax_nov,IPNI,NA
Callisthene minor,15278,Callisthene minor,870832-1,Vochysiaceae,Callisthene,minor,spec.,"Nov. Gen. Sp. Pl. (Martius) 1(4): 126, t. 76. 1826 [1824 publ. Jan-Mar 1826] ",Nov. Gen. Sp. Pl. (Martius),1826,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.issue=4&rft.spage=126&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/870832-1,tax_nov,IPNI,NA
Erisma arietinum,15280,Erisma arietinum,1004124-1,Vochysiaceae,Erisma,arietinum,spec.,Mem. New York Bot. Gard. 81: 21 (1998). ,Mem. New York Bot. Gard.,1998,Brazil Southeast (Espírito Santo).,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1998&rft.spage=21&rft.volume=81&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/1004124-1,tax_nov,IPNI,NA
Erisma bicolor,25028,Erisma bicolor,95991-2,Vochysiaceae,Erisma,bicolor,spec.,"Bull. Mus. Hist. Nat. (Paris) ser. 2; 4: 740. 1932 Archivos Jard. Bot. Rio Janeiro, 6: 47.  1933",Bull. Mus. Hist. Nat. (Paris),1932,"Amazonas (Brazil, Southern America)",NA,NA,www.ipni.org/n/95991-2,tax_nov,IPNI,NA
Erisma bracteosum,79775,Erisma bracteosum,95993-2,Vochysiaceae,Erisma,bracteosum,spec.,"Bull. Mus. Hist. Nat. (Paris) ser. 2; 4: 740. 1932 Archivos Jard. Bot. Rio Janeiro, 6: 48.  1933",Bull. Mus. Hist. Nat. (Paris),1932,"Amazonas (Brazil, Southern America)",NA,NA,www.ipni.org/n/95993-2,tax_nov,IPNI,NA
Erisma djalma-batistae,88354,Erisma djalma-batistae,95995-2,Vochysiaceae,Erisma,djalma-batistae,spec.,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot. 28: 2. 1967 ","Bol. Mus. Paraense Emilio Goeldi, N.S., Bot.",1967,"Amazonas (Brazil, Southern America)",NA,NA,www.ipni.org/n/95995-2,tax_nov,IPNI,NA
Erisma fuscum,79776,Erisma fuscum,95997-2,Vochysiaceae,Erisma,fuscum,spec.,Arch. Jard. Bot. Rio de Janeiro 4: 105. 1925 ,Arch. Jard. Bot. Rio de Janeiro,1925,Brazil (Southern America),NA,NA,www.ipni.org/n/95997-2,tax_nov,IPNI,NA
Erisma gracile,79777,Erisma gracile,95998-2,Vochysiaceae,Erisma,gracile,spec.,Arq. Inst. Biol. Veg. 2(1): 55. 1935 [Sep 1935] ,Arq. Inst. Biol. Veg.,1935,"Amazonas (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.issue=1&rft.spage=55&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/115964&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/95998-2,tax_nov,IPNI,NA
