name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Prosopanche caatingicola,281772,Prosopanche caatingicola,77123899-1,Hydnoraceae,Prosopanche,caatingicola,spec.,Phytotaxa 75: 59. 2012 [18 Dec 2012] [epublished],Phytotaxa,2012,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,NA,www.ipni.org/n/77123899-1,tax_nov,IPNI,NA
Prosopanche demogorgoni,608154,Prosopanche demogorgoni,77202832-1,Hydnoraceae,Prosopanche,demogorgoni,spec.,Phytotaxa 422(1): 94. 2019 [21 Oct 2019] [epublished],Phytotaxa,2019,"Santa Catarina (Brazil South, Brazil, Southern America)",NA,"doi:10.11646/phytotaxa.422.1.6 The specific epithet is named after the 'Demogorgon', a fictional monster whose mouth resembles the P. demogorgoni flower",www.ipni.org/n/77202832-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.422.1.6
