name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Aidema matogrossensis,40067,Aidema matogrossensis,20010464-1,Amaryllidaceae,Aidema,matogrossensis,spec.,Onira 8(1): 3 (2003). ,Onira,2003,Brazil West-Central (Mato Grosso do Sul),NA,NA,www.ipni.org/n/20010464-1,tax_nov,IPNI,NA
Amaryllis apertispatha,40085,Amaryllis apertispatha,10781-2,Amaryllidaceae,Amaryllis,apertispatha,spec.,"Pl. Life (Stanford) 9: 56, tab. 9. 1953 ",Pl. Life (Stanford),1953,"Espirito Santo (Brazil, Southern America)",NA,NA,www.ipni.org/n/10781-2,tax_nov,IPNI,NA
Amaryllis araripina,40086,Amaryllis araripina,10782-2,Amaryllidaceae,Amaryllis,araripina,spec.,Pl. Life (Stanford) 26(1): 84. 1970 ,Pl. Life (Stanford),1970,"Pernambuco (Brazil, Southern America)",NA,NA,www.ipni.org/n/10782-2,tax_nov,IPNI,NA
Amaryllis barreirasa,40095,Amaryllis barreirasa,10798-2,Amaryllidaceae,Amaryllis,barreirasa,spec.,"Pl. Life (Stanford) 9: 55, fig. 6. 1953 ",Pl. Life (Stanford),1953,"Bahia (Brazil, Southern America)",NA,NA,www.ipni.org/n/10798-2,tax_nov,IPNI,NA
Amaryllis blossfeldiae,40110,Amaryllis blossfeldiae,10813-2,Amaryllidaceae,Amaryllis,blossfeldiae,spec.,Pl. Life (Stanford) 27: 44. 1971 ,Pl. Life (Stanford),1971,Brazil (Southern America),NA,NA,www.ipni.org/n/10813-2,tax_nov,IPNI,NA
Amaryllis brasiliana,40113,Amaryllis brasiliana,10816-2,Amaryllidaceae,Amaryllis,brasiliana,spec.,Pl. Life (Stanford) 32: 40. 1976 ,Pl. Life (Stanford),1976,"20 km w. Victor Hugo, Brazil (Southern America)",NA,"HT collection originally from Brazil, flowered at Burbank, CA (USA)",www.ipni.org/n/10816-2,tax_nov,IPNI,NA
Amaryllis brasiliensis,40114,Amaryllis brasiliensis,10817-2,Amaryllidaceae,Amaryllis,brasiliensis,spec.,Escritos Damaso Antonio Larranaga 1: 396. 1922 as Amarillis²Nomen nudum²Pub. Inst. Hist. Geog. Uruguay,Escritos Damaso Antonio Larranaga,1922,Brazil (Southern America),NA,NA,www.ipni.org/n/10817-2,tax_nov,IPNI,NA
Amaryllis caiaponica,40116,Amaryllis caiaponica,10822-2,Amaryllidaceae,Amaryllis,caiaponica,spec.,Pl. Life (Stanford) 38: 46. 1982 ,Pl. Life (Stanford),1982,Brazil (Southern America),NA,NA,www.ipni.org/n/10822-2,tax_nov,IPNI,NA
Amaryllis calyptrata,40117,Amaryllis calyptrata,60474362-2,Amaryllidaceae,Amaryllis,calyptrata,spec.,Bot. Reg. 16: t. 164. 1816 [1 Jan 1817] ,Bot. Reg.,1816,Brazil (Southern America),NA,NA,www.ipni.org/n/60474362-2,tax_nov,IPNI,NA
Amaryllis curitibana,40124,Amaryllis curitibana,10835-2,Amaryllidaceae,Amaryllis,curitibana,spec.,Pl. Life (Stanford) 34: 89 (-90). 1978 ,Pl. Life (Stanford),1978,"Curitiba, Paraná (Brazil, Southern America)",NA,NA,www.ipni.org/n/10835-2,tax_nov,IPNI,NA
Amaryllis espiritensis,40139,Amaryllis espiritensis,10850-2,Amaryllidaceae,Amaryllis,espiritensis,spec.,"Pl. Life (Stanford) 7: 29, tab. 6 & fig. 1. 1951 ",Pl. Life (Stanford),1951,"Espirito Santo (Brazil, Southern America)",NA,NA,www.ipni.org/n/10850-2,tax_nov,IPNI,NA
Amaryllis fosteri,40141,Amaryllis fosteri,10857-2,Amaryllidaceae,Amaryllis,fosteri,spec.,"Pl. Life (Stanford) 7: 27, tab. 5. 1951 ",Pl. Life (Stanford),1951,"Bahia (Brazil, Southern America)",NA,NA,www.ipni.org/n/10857-2,tax_nov,IPNI,NA
Amaryllis gertiana,40145,Amaryllis gertiana,10864-2,Amaryllidaceae,Amaryllis,gertiana,spec.,Pl. Life (Stanford) 30: 61. 1974 ,Pl. Life (Stanford),1974,"Paraná (Brazil, Southern America)",NA,NA,www.ipni.org/n/10864-2,tax_nov,IPNI,NA
Amaryllis goiana,40147,Amaryllis goiana,10866-2,Amaryllidaceae,Amaryllis,goiana,spec.,"Pl. Life (Stanford) 30: 62, fig. 19. 1974 ",Pl. Life (Stanford),1974,"Distrito Federal (Brazil, Southern America)",NA,NA,www.ipni.org/n/10866-2,tax_nov,IPNI,NA
Amaryllis guarapuavica,40151,Amaryllis guarapuavica,10868-2,Amaryllidaceae,Amaryllis,guarapuavica,spec.,Pl. Life (Stanford) 30: 60. 1974 ,Pl. Life (Stanford),1974,"Paraná (Brazil, Southern America)",NA,NA,www.ipni.org/n/10868-2,tax_nov,IPNI,NA
Amaryllis hemographes,40154,Amaryllis hemographes,899141-1,Amaryllidaceae,Amaryllis,hemographes,spec.,Pl. Life (Stanford) 38: 46 (1982). ,Pl. Life (Stanford),1982,Brazil.,NA,NA,www.ipni.org/n/899141-1,tax_nov,IPNI,NA
Amaryllis kromeri,40164,Amaryllis kromeri,10883-2,Amaryllidaceae,Amaryllis,kromeri,spec.,Herbertia 6: 118. 1940 As kromerii,Herbertia,1940,"Minas Gerais (Brazil, Southern America)",NA,NA,www.ipni.org/n/10883-2,tax_nov,IPNI,NA
Amaryllis lavrensis,40165,Amaryllis lavrensis,50425960-2,Amaryllidaceae,Amaryllis,lavrensis,spec.,Onira 9(2): 12 (2003). ,Onira,2003,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",NA,NA,www.ipni.org/n/50425960-2,tax_nov,IPNI,NA
Amaryllis leucobasis,40166,Amaryllis leucobasis,10889-2,Amaryllidaceae,Amaryllis,leucobasis,spec.,Pl. Life (Stanford) 34: 90. 1978 ,Pl. Life (Stanford),1978,Brazil (Southern America),NA,NA,www.ipni.org/n/10889-2,tax_nov,IPNI,NA
Amaryllis maracasa,40171,Amaryllis maracasa,10897-2,Amaryllidaceae,Amaryllis,maracasa,spec.,"Pl. Life (Stanford) 8: 55, tab. 5. 1952 ",Pl. Life (Stanford),1952,"Bahia (Brazil, Southern America)",NA,NA,www.ipni.org/n/10897-2,tax_nov,IPNI,NA
