name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Centella dusenii,Apiaceae,Centella,dusenii,spec.,"Svensk Bot. Tidskr. 18: 407, pl. 6. 1924 ",Svensk Bot. Tidskr.,1924,Brazil (Southern America),51382-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=407&rft.volume=18&rft_id=http://www.biodiversitylibrary.org/bibliography/79156&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/51382-2,tax_nov,IPNI,NA
Centella hirtella,Apiaceae,Centella,hirtella,spec.,"Svensk Bot. Tidskr. 18: 405, pl. 6. 1924 ",Svensk Bot. Tidskr.,1924,"Brazil, Paraguay, Uraguay",51385-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=405&rft.volume=18&rft_id=http://www.biodiversitylibrary.org/bibliography/79156&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/51385-2,tax_nov,IPNI,NA
Crantzia brasiliensis,Apiaceae,Crantzia,brasiliensis,spec.,Bull. Soc. Bot. France 56(Mém. 3d): 331. 1909 ,Bull. Soc. Bot. France,1909,Brazil (Southern America),275241-2,NA,NA,www.ipni.org/n/275241-2,tax_nov,IPNI,NA
Eryngium bellidifolium,Apiaceae,Eryngium,bellidifolium,spec.,Bull. Soc. Bot. France 20: 26. 1873 ,Bull. Soc. Bot. France,1873,"Brazil, Uruguay",96269-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/257966&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/96269-2,tax_nov,IPNI,NA
Eryngium brasiliense,Apiaceae,Eryngium,brasiliense,spec.,"Brittonia 31: 367 (-369), fig. 1979 ",Brittonia,1979,Brazil (Southern America),96272-2,NA,NA,www.ipni.org/n/96272-2,tax_nov,IPNI,NA
Eryngium chamissonis,Apiaceae,Eryngium,chamissonis,spec.,"Fl. Bras. (Martius) 11(1): 315, t. 84, fig. 1. 1879 [1 Dec 1879] ",Fl. Bras. (Martius),1879,Brazil (Southern America),96280-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1879&rft.issue=1&rft.spage=315&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/454&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/96280-2,tax_nov,IPNI,NA
Eryngium corallinum,Apiaceae,Eryngium,corallinum,spec.,"Bull. Torrey Bot. Club 85: 257, fig. 2. 1958 ",Bull. Torrey Bot. Club,1958,"Santa Catarina (Brazil, Southern America)",96287-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1958&rft.spage=257&rft.volume=85&rft_id=http://www.biodiversitylibrary.org/bibliography/340&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/96287-2,tax_nov,IPNI,NA
Eryngium coronopifolium,Apiaceae,Eryngium,coronopifolium,spec.,Bull. Soc. Bot. France 20: 27. 1873 ,Bull. Soc. Bot. France,1873,Brazil (Southern America),321954-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/257967&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,[Gandhi 15 Dec 2001],www.ipni.org/n/321954-2,tax_nov,IPNI,NA
Eryngium delarocheanum,Apiaceae,Eryngium,delarocheanum,spec.,"Pflanzenr. (Engler) 4, Fam. 228: 251. 1913 ",Pflanzenr. (Engler),1913,Brazil to Bolivia and southward,96293-2,NA,NA,www.ipni.org/n/96293-2,tax_nov,IPNI,NA
Eryngium dusenii,Apiaceae,Eryngium,dusenii,spec.,Repert. Spec. Nov. Regni Veg. 24: 224. 1928 ,Repert. Spec. Nov. Regni Veg.,1928,Brazil (Southern America),96300-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1928&rft.spage=224&rft.volume=24&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/96300-2,tax_nov,IPNI,NA
