name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Hypoxis atlantica,Hypoxidaceae,Hypoxis,atlantica,spec.,Phytotaxa 282(2): 130. 2016 [27 Oct 2016] [epublished],Phytotaxa,2016,"Santa Catarina (Brazil South, Brazil, Southern America);Bahia (Brazil Northeast, Brazil, Southern America);",77158798-1,NA,"oi:10.11646/phytotaxa.282.2.4 the epithet is a reference to the Atlantic Ocean and the Brazilian Atlantic Forest, since this species, to the best of the available knowledge, is endemic to the Atlantic coast of eastern Brazil",www.ipni.org/n/77158798-1,tax_nov,IPNI,NA
