name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Acanthococos emensis,43428,Acanthococos emensis,1654-2,Arecaceae,Acanthococos,emensis,spec.,"Arq. Bot. Estado Sao Paulo 3: 4, tab. 1 & 2. 1952 ",Arq. Bot. Estado Sao Paulo,1952,"Sao Paulo (Brazil, Southern America)",NA,NA,www.ipni.org/n/1654-2,tax_nov,IPNI,NA
Acanthococos sericea,43431,Acanthococos sericea,1657-2,Arecaceae,Acanthococos,sericea,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 15: 109. 1940 ,Notizbl. Bot. Gart. Berlin-Dahlem,1940,"Mato Grosso (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1940&rft.spage=109&rft.volume=15&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/1657-2,tax_nov,IPNI,NA
Acrocomia erioacantha,43443,Acrocomia erioacantha,3545-2,Arecaceae,Acrocomia,erioacantha,spec.,Contr. Jard. Bot. Rio de Janeiro 3: 85. 1902 ,Contr. Jard. Bot. Rio de Janeiro,1902,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=85&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/68943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/3545-2,tax_nov,IPNI,NA
Acrocomia glaucescens,121837,Acrocomia glaucescens,77105824-1,Arecaceae,Acrocomia,glaucescens,spec.,"Brazil. Fl. Arec. 21 (-23; figs., map). 2010 ",Brazil. Fl. Arec.,2010,"Mato Grosso (Brazil West-Central, Brazil, Southern America);Goiás (Brazil West-Central, Brazil, Southern America);",NA,NA,www.ipni.org/n/77105824-1,tax_nov,IPNI,NA
Acrocomia microcarpa,43456,Acrocomia microcarpa,3551-2,Arecaceae,Acrocomia,microcarpa,spec.,Vellosia 1: 51. 1888 ,Vellosia,1888,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1888&rft.spage=51&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/69100&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/3551-2,tax_nov,IPNI,NA
Acrocomia mokayayba,43458,Acrocomia mokayayba,3552-2,Arecaceae,Acrocomia,mokayayba,spec.,"Pl. Jard. Rio de Janeiro 5: 11, pl. 4. 1896 ",Pl. Jard. Rio de Janeiro,1896,Brazil (Southern America),NA,NA,www.ipni.org/n/3552-2,tax_nov,IPNI,NA
Acrocomia odorata,43459,Acrocomia odorata,3553-2,Arecaceae,Acrocomia,odorata,spec.,"Palm. Mattogross. Nov. 48, pl. 16, fig. b. 1898 ",Palm. Mattogross. Nov.,1898,Brazil (Southern America),NA,NA,www.ipni.org/n/3553-2,tax_nov,IPNI,NA
Acrocomia ulei,43470,Acrocomia ulei,3560-2,Arecaceae,Acrocomia,ulei,spec.,Notizbl. Königl. Bot. Gart. Berlin 6: 266. 1915 ,Notizbl. Königl. Bot. Gart. Berlin,1915,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1915&rft.spage=266&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/3560-2,tax_nov,IPNI,NA
Acrocomia viegasii,43471,Acrocomia viegasii,3561-2,Arecaceae,Acrocomia,viegasii,spec.,"Gentes Herbarum 8: 139, fig. 45, 46 & 47. 1949 ",Gentes Herbarum,1949,"Sao Paulo (Brazil, Southern America)",NA,NA,www.ipni.org/n/3561-2,tax_nov,IPNI,NA
Allagoptera brevicalyx,15667,Allagoptera brevicalyx,303912-2,Arecaceae,Allagoptera,brevicalyx,spec.,"Brittonia 45: 21, fig. 1. 1993 ",Brittonia,1993,"Bahia (Brazil, Southern America)",NA,NA,www.ipni.org/n/303912-2,tax_nov,IPNI,NA
Allagoptera pumila,43488,Allagoptera pumila,317305-2,Arecaceae,Allagoptera,pumila,spec.,Flora 4: 296. 1821 ,Flora,1821,"Barra da Tijuca, beach, Rio de Janeiro (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1821&rft.spage=296&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,[Gandhi 10 Feb 1999],www.ipni.org/n/317305-2,tax_nov,IPNI,NA
Allagoptera robusta,582083,Allagoptera robusta,77145169-1,Arecaceae,Allagoptera,robusta,spec.,Phytotaxa 197(2): 116. 2015 [11 Feb 2015] [epublished],Phytotaxa,2015,"Brasília Distrito Federal (Brazil West-Central, Brazil, Southern America);Goiás (Brazil West-Central, Brazil, Southern America);",NA,doi:10.11646/phytotaxa.197.2.4,www.ipni.org/n/77145169-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.197.2.4
Amylocarpus cuspidatus,43495,Amylocarpus cuspidatus,12120-2,Arecaceae,Amylocarpus,cuspidatus,spec.,Contr. Jard. Bot. Rio de Janeiro 3: 72. 1902 ,Contr. Jard. Bot. Rio de Janeiro,1902,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=72&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/68943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/12120-2,tax_nov,IPNI,NA
Amylocarpus ericetinus,43496,Amylocarpus ericetinus,12121-2,Arecaceae,Amylocarpus,ericetinus,spec.,Contr. Jard. Bot. Rio de Janeiro 3: 71. 1902 ,Contr. Jard. Bot. Rio de Janeiro,1902,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=71&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/68943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/12121-2,tax_nov,IPNI,NA
Amylocarpus formosus,43497,Amylocarpus formosus,12123-2,Arecaceae,Amylocarpus,formosus,spec.,Contr. Jard. Bot. Rio de Janeiro 3: 72. 1902 ,Contr. Jard. Bot. Rio de Janeiro,1902,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=72&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/68943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/12123-2,tax_nov,IPNI,NA
Amylocarpus linearifolius,43505,Amylocarpus linearifolius,12130-2,Arecaceae,Amylocarpus,linearifolius,spec.,Contr. Jard. Bot. Rio de Janeiro 3: 72. 1902 ,Contr. Jard. Bot. Rio de Janeiro,1902,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=72&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/68943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/12130-2,tax_nov,IPNI,NA
Amylocarpus microspathus,43508,Amylocarpus microspathus,12132-2,Arecaceae,Amylocarpus,microspathus,spec.,Contr. Jard. Bot. Rio de Janeiro 3: 72. 1902 ,Contr. Jard. Bot. Rio de Janeiro,1902,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=72&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/68943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/12132-2,tax_nov,IPNI,NA
Amylocarpus platyspinus,43512,Amylocarpus platyspinus,12136-2,Arecaceae,Amylocarpus,platyspinus,spec.,Contr. Jard. Bot. Rio de Janeiro 3: 72. 1902 ,Contr. Jard. Bot. Rio de Janeiro,1902,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=72&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/68943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/12136-2,tax_nov,IPNI,NA
