name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Smilax benthamiana,Smilacaceae,Smilax,benthamiana,spec.,Monogr. Phan. [A.DC. & C.DC.] 1: 114. 1878 [Jun 1878] ,Monogr. Phan. [A.DC. & C.DC.],1878,"prope Barra, Rio de Janeiro (Brazil, Southern America)",315359-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1878&rft.spage=114&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/45961&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,"[Gandhi 8 Apr 1998; Pesquisas, Bot. 47: 136. 1997]",www.ipni.org/n/315359-2,tax_nov,IPNI,NA
Smilax brasiliensis,Smilacaceae,Smilax,brasiliensis,spec.,"Syst. Veg., ed. 16 [Sprengel] 2: 100. 1825 [Jan-May 1825] ","Syst. Veg., ed. 16 [Sprengel]",1825,Brazil (Southern America),315312-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.spage=100&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/822&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,[Gandhi 7 Apr 1998],www.ipni.org/n/315312-2,tax_nov,IPNI,NA
Smilax campestris,Smilacaceae,Smilax,campestris,spec.,Fl. Bras. (Martius) 3(1): 15. 1842 [1 Apr 1842] ,Fl. Bras. (Martius),1842,"Dist. Botocudorum ad flumen Rio Pardo, Minas Gerais (Brazil, Southern America)",315343-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/135465&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,[Gandhi 8 Apr 1998],www.ipni.org/n/315343-2,tax_nov,IPNI,NA
Smilax cissoides,Smilacaceae,Smilax,cissoides,spec.,Fl. Bras. (Martius) 3(1): 8. 1842 [1 Apr 1842] ,Fl. Bras. (Martius),1842,"Bahia (Brazil, Southern America)",315347-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/135461&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,"[Gandhi 8 Apr 1998; Pesquisas, Bot. 47: 201. 1997]",www.ipni.org/n/315347-2,tax_nov,IPNI,NA
Smilax cognata,Smilacaceae,Smilax,cognata,spec.,Enum. Pl. [Kunth] 5: 175. 1850 [10-11 Jun 1850] ,Enum. Pl. [Kunth],1850,"Porto Alegre, Rio Grande do Sul (Brazil, Southern America)",315342-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1850&rft.spage=175&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/67381&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,[Gandhi 8 Apr 1998],www.ipni.org/n/315342-2,tax_nov,IPNI,NA
Smilax colossea,Smilacaceae,Smilax,colossea,spec.,"Arq. Bot. Estado São Paulo 2: 27, tab. 14. 1946 ",Arq. Bot. Estado São Paulo,1946,"Sao Paulo (Brazil, Southern America)",237613-2,NA,NA,www.ipni.org/n/237613-2,tax_nov,IPNI,NA
Smilax corcovadensis,Smilacaceae,Smilax,corcovadensis,spec.,Enum. Pl. [Kunth] 5: 226. 1850 [10-11 Jun 1850] ,Enum. Pl. [Kunth],1850,"Corcovado, Brazil (Southern America)",315361-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1850&rft.spage=226&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/67381&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,"[Gandhi 8 Apr 1998; Pesquisas, Bot. 47: 141. 1997]",www.ipni.org/n/315361-2,tax_nov,IPNI,NA
Smilax coriifolia,Smilacaceae,Smilax,coriifolia,spec.,Monogr. Phan. [A.DC. & C.DC.] 1: 112. 1878 [Jun 1878] ,Monogr. Phan. [A.DC. & C.DC.],1878,"Caiete, Brazil (Southern America)",315313-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1878&rft.spage=112&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/45961&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,[Gandhi 7 Apr 1998],www.ipni.org/n/315313-2,tax_nov,IPNI,NA
Smilax elastica,Smilacaceae,Smilax,elastica,spec.,Fl. Bras. (Martius) 3(1): 22. 1842 [1 Apr 1842] ,Fl. Bras. (Martius),1842,Brazil (Southern America),315326-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/135468&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,[Gandhi 7 Apr 1998],www.ipni.org/n/315326-2,tax_nov,IPNI,NA
Smilax ficifolia,Smilacaceae,Smilax,ficifolia,spec.,Fl. Bras. (Martius) 3(1): 21. 1842 [1 Apr 1842] ,Fl. Bras. (Martius),1842,Brazil (Southern America),315357-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/135468&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,"[Gandhi 8 Apr 1998; Pesquisas, Bot. 47: 118. 1997]",www.ipni.org/n/315357-2,tax_nov,IPNI,NA
