name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Aloysia brasiliensis,15123,Aloysia brasiliensis,9627-2,Verbenaceae,Aloysia,brasiliensis,spec.,Phytologia 3: 162. 1949 ,Phytologia,1949,"Paraná (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1949&rft.spage=162&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/9627-2,tax_nov,IPNI,NA
Aloysia chamaedryfolia,15124,Aloysia chamaedryfolia,328956-2,Verbenaceae,Aloysia,chamaedryfolia,spec.,Linnaea 7: 234. 1832 ,Linnaea,1832,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1832&rft.spage=234&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,"Steudel (Nomencl. Bot. ed. 2, 1: 62. 1840) cited this name as A. chamaedryoides (error)",www.ipni.org/n/328956-2,tax_nov,IPNI,NA
Aloysia cordata,286292,Aloysia cordata,77124901-1,Verbenaceae,Aloysia,cordata,spec.,Lundellia 15: 42. 2012 [7 Dec 2012] ,Lundellia,2012,"Paraná (Brazil South, Brazil, Southern America)",NA,NA,www.ipni.org/n/77124901-1,tax_nov,IPNI,NA
Aloysia dusenii,15125,Aloysia dusenii,9638-2,Verbenaceae,Aloysia,dusenii,spec.,Phytologia 1: 440. 1940 ,Phytologia,1940,"Paraná (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1940&rft.spage=440&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/9638-2,tax_nov,IPNI,NA
Aloysia hatschbachii,15127,Aloysia hatschbachii,9652-2,Verbenaceae,Aloysia,hatschbachii,spec.,Phytologia 18(6): 341. 1967 ,Phytologia,1967,"Paraná (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1967&rft.issue=6&rft.spage=341&rft.volume=18&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/9652-2,tax_nov,IPNI,NA
Bouchea chascanoides,39640,Bouchea chascanoides,35420-2,Verbenaceae,Bouchea,chascanoides,spec.,Phytologia 3: 58. 1949 ,Phytologia,1949,"Minas Gerais (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1949&rft.spage=58&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/35420-2,tax_nov,IPNI,NA
Bouchea cipoensis,39641,Bouchea cipoensis,35421-2,Verbenaceae,Bouchea,cipoensis,spec.,Phytologia 3: 261. 1950 ,Phytologia,1950,"Minas Gerais (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1950&rft.spage=261&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/35421-2,tax_nov,IPNI,NA
Bouchea inopinata,39642,Bouchea inopinata,35427-2,Verbenaceae,Bouchea,inopinata,spec.,Repert. Spec. Nov. Regni Veg. 37: 214. 1934 ,Repert. Spec. Nov. Regni Veg.,1934,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1934&rft.spage=214&rft.volume=37&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/35427-2,tax_nov,IPNI,NA
Casselia mansoi,39646,Casselia mansoi,48227-2,Verbenaceae,Casselia,mansoi,spec.,Fl. Bras. (Martius) 9: 175. 1851 [1 Oct 1851] ,Fl. Bras. (Martius),1851,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/145877&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/48227-2,tax_nov,IPNI,NA
Casselia rosularis,33157,Casselia rosularis,48228-2,Verbenaceae,Casselia,rosularis,spec.,Bull. Misc. Inform. Kew 1929(4): 124. [3 Jun 1929] ,Bull. Misc. Inform. Kew,1929,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1929&rft.issue=4&rft.spage=124&rft.volume=1929&rft_id=http://www.biodiversitylibrary.org/bibliography/62170&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/48228-2,tax_nov,IPNI,NA
