name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Drosera amazonica,Droseraceae,Drosera,amazonica,spec.,Ecotropica 15(1-2): 13 (-16; figs. 1-2). 2009 ,Ecotropica,2009,"Amazonas (Brazil North, Brazil, Southern America);Roraima (Brazil North, Brazil, Southern America);",77101486-1,NA,NA,www.ipni.org/n/77101486-1,tax_nov,IPNI,NA
Drosera camporupestris,Droseraceae,Drosera,camporupestris,spec.,"Carniv. Pl. Newslett. 32(3): 85 (-87; figs. 3.1A-F, 5-6). 2003 [Sep 2003] ",Carniv. Pl. Newslett.,2003,"Mun. de Jaboticatubas, Serra do Cipó, em campos rupestres dentro da Fazenda da Serra do Cipó, 19°17.597'S, 43°34.829'W, 1215 m, Minas Gerais (Brazil, Southern America)",328316-2,NA,NA,www.ipni.org/n/328316-2,tax_nov,IPNI,NA
Drosera chimaera,Droseraceae,Drosera,chimaera,spec.,Phytotaxa 156(1): 34. 2014 [3 Jan 2014] [epublished],Phytotaxa,2014,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77136288-1,NA,doi:10.11646/phytotaxa.156.1.1,www.ipni.org/n/77136288-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.156.1.1
Drosera chrysolepis,Droseraceae,Drosera,chrysolepis,spec.,Bot. Jahrb. Syst. 17(5): 505. 1893 [7 Nov 1893] ,Bot. Jahrb. Syst.,1893,Brazil (Southern America),84140-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/202823&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/84140-2,tax_nov,IPNI,NA
Drosera communis,Droseraceae,Drosera,communis,spec.,Hist. Pl. Remarq. Bresil 267. 1824 ,Hist. Pl. Remarq. Bresil,1824,"Sao Paulo (Brazil, Southern America)",30052321-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1824&rft.spage=267&rft_id=http://www.biodiversitylibrary.org/bibliography/164083&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/30052321-2,tax_nov,IPNI,NA
Drosera graminifolia,Droseraceae,Drosera,graminifolia,spec.,"Hist. Pl. Remarq. Bresil 1(7): 269, t. 25C. 1828 [5 Apr 1828] ",Hist. Pl. Remarq. Bresil,1828,"Minas Gerais (Brazil, Southern America)",30239091-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.issue=7&rft.spage=269&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/164083&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,plate 25C was issued in vol. 1(4) and dated 16 Nov 1825 (vide TL-2). It is uncertain whether the plate has an analysis.,www.ipni.org/n/30239091-2,tax_nov,IPNI,NA
Drosera grantsaui,Droseraceae,Drosera,grantsaui,spec.,"Carniv. Pl. Newslett. 32(3): 82 (-85; figs. 2A-L, 5, 7). 2003 [Sep 2003] ",Carniv. Pl. Newslett.,2003,"Mun. de Grao Mogol, morro do Jambeiro, nascente brejosa na base do morro, c. 7 km da cidade pela estrada para Montes Claros, c. 700 m, Minas Gerais (Brazil, Southern America)",328315-2,NA,specific epithet honors: Rolf Grantsau,www.ipni.org/n/328315-2,tax_nov,IPNI,NA
Drosera graomogolensis,Droseraceae,Drosera,graomogolensis,spec.,"Novon 7: 85, fig. 1997 ",Novon,1997,"Grao-Mogol, Corrego da Bonita on the way up to the Morro Jambeiro, Minas Gerais (Brazil, Southern America)",312828-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/639904&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/312828-2,tax_nov,IPNI,NA
Drosera hirtella,Droseraceae,Drosera,hirtella,spec.,Hist. Pl. Remarq. Bresil 262 (-263). 1824 ,Hist. Pl. Remarq. Bresil,1824,Brazil (Southern America),84152-2,NA,NA,www.ipni.org/n/84152-2,tax_nov,IPNI,NA
Drosera magnifica,Droseraceae,Drosera,magnifica,spec.,Phytotaxa 220(3): 258. 2015 [24 Jul 2015] [epublished],Phytotaxa,2015,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",77148775-1,NA,doi:10.11646/phytotaxa.220.3.4,www.ipni.org/n/77148775-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.220.3.4
