name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Burseranthe pinnata,35692,Burseranthe pinnata,38696-2,Meliaceae,Burseranthe,pinnata,spec.,"Leandra no. 4-5: 5 [-6], fig. 1. 1974 ",Leandra,1974,Brazil (Southern America),NA,NA,www.ipni.org/n/38696-2,tax_nov,IPNI,NA
Cabralea lacaziana,79334,Cabralea lacaziana,39051-2,Meliaceae,Cabralea,lacaziana,spec.,Leandra no. 6: 33. 1975 ,Leandra,1975,Brazil (Southern America),NA,NA,www.ipni.org/n/39051-2,tax_nov,IPNI,NA
Carapa macrocarpa,79335,Carapa macrocarpa,45060-2,Meliaceae,Carapa,macrocarpa,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 191. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,Brazil (Southern America),NA,NA,www.ipni.org/n/45060-2,tax_nov,IPNI,NA
Carapa vasquezii,126255,Carapa vasquezii,77115257-1,Meliaceae,Carapa,vasquezii,spec.,"Brittonia 63(1): 7 (-10; fig. 1, map). 2011 [1 Mar 2011] ",Brittonia,2011,"Peru (Western South America, Southern America);Colombia (Western South America, Southern America);Amazonas (Brazil North, Brazil, Southern America);",NA,NA,www.ipni.org/n/77115257-1,tax_nov,IPNI,NA
Cedrela elliptica,79336,Cedrela elliptica,77119415-1,Meliaceae,Cedrela,elliptica,spec.,Anais Acad. Brasil. Ci. 38: 111. 1966 [31 Dec 1966] ,Anais Acad. Brasil. Ci.,1966,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",NA,published as 'Cedrella',www.ipni.org/n/77119415-1,tax_nov,IPNI,NA
Cedrela huberi,79338,Cedrela huberi,50996-2,Meliaceae,Cedrela,huberi,spec.,"Arch. Jard. Bot. Rio de Janeiro 3: 189, pl. 22a. 1922 ",Arch. Jard. Bot. Rio de Janeiro,1922,Brazil (Southern America),NA,NA,www.ipni.org/n/50996-2,tax_nov,IPNI,NA
Cedrela macrocarpa,79339,Cedrela macrocarpa,51002-2,Meliaceae,Cedrela,macrocarpa,spec.,"Arch. Jard. Bot. Rio de Janeiro 3: 189, pl. 22b. 1922 ",Arch. Jard. Bot. Rio de Janeiro,1922,Brazil (Southern America),NA,NA,www.ipni.org/n/51002-2,tax_nov,IPNI,NA
Guarea acreana,85554,Guarea acreana,114008-2,Meliaceae,Guarea,acreana,spec.,Notizbl. Königl. Bot. Gart. Berlin 6: 498. 1917 ,Notizbl. Königl. Bot. Gart. Berlin,1917,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=498&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/114008-2,tax_nov,IPNI,NA
Guarea anomala,602825,Guarea anomala,77129369-1,Meliaceae,Guarea,anomala,spec.,Edinburgh J. Bot. 70(2): 200. 2013 [13 Jun 2013] ,Edinburgh J. Bot.,2013,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,doi:10.1017/S0960428613000036,www.ipni.org/n/77129369-1,tax_nov,IPNI,https://doi.org/10.1017/S0960428613000036
Guarea borisii,23788,Guarea borisii,114018-2,Meliaceae,Guarea,borisii,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 13: 503. 1937 ,Notizbl. Bot. Gart. Berlin-Dahlem,1937,"Acre (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=503&rft.volume=13&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/114018-2,tax_nov,IPNI,NA
