name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Actinocephalus deflexus,35367,Actinocephalus deflexus,60443078-2,Eriocaulaceae,Actinocephalus,deflexus,spec.,Novon 16(2): 214 (-215; fig. 1E-I). 2006 [26 Jul 2006] ,Novon,2006,"Minas Gerais (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/11159844&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/60443078-2,tax_nov,IPNI,NA
Actinocephalus delicatus,281524,Actinocephalus delicatus,77113757-1,Eriocaulaceae,Actinocephalus,delicatus,spec.,"Phytotaxa 27: 27 (-31; figs. 1-2, map). 2011 [19 Aug 2011] ",Phytotaxa,2011,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",NA,NA,www.ipni.org/n/77113757-1,tax_nov,IPNI,NA
Actinocephalus giuliettiae,281525,Actinocephalus giuliettiae,77113758-1,Eriocaulaceae,Actinocephalus,giuliettiae,spec.,"Phytotaxa 27: 31 (-35; figs. 4-5, map). 2011 [19 Aug 2011] ",Phytotaxa,2011,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",NA,NA,www.ipni.org/n/77113758-1,tax_nov,IPNI,NA
Actinocephalus graminifolius,35368,Actinocephalus graminifolius,60443079-2,Eriocaulaceae,Actinocephalus,graminifolius,spec.,Novon 16(2): 215 (fig. 1J-P). 2006 [26 Jul 2006] ,Novon,2006,"Minas Gerais (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/11159845&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/60443079-2,tax_nov,IPNI,NA
Actinocephalus koernickeanus,109225,Actinocephalus koernickeanus,77105035-1,Eriocaulaceae,Actinocephalus,koernickeanus,spec.,Novon 19(2): 256 (-258; fig. 1). 2009 [18 Jun 2009] ,Novon,2009,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/40330495&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/77105035-1,tax_nov,IPNI,NA
Actinocephalus verae,115402,Actinocephalus verae,60454379-2,Eriocaulaceae,Actinocephalus,verae,spec.,Brittonia 62(1): 35 (-38; fig. 1). 2010 [1 Mar 2010] ,Brittonia,2010,"Minas Gerais (Brazil, Southern America)",NA,"Etymology: specific name honors: Prof. Dr. Vera Lucia Scatena, who has studied the anatomy, morphology, and development of Eriocaulaceae.",www.ipni.org/n/60454379-2,tax_nov,IPNI,NA
Cladocaulon brasiliense,52937,Cladocaulon brasiliense,334832-1,Eriocaulaceae,Cladocaulon,brasiliense,spec.,"Hooker's Icon. Pl. 6(= n.s., 2(1)): t. 528. 1843 [June 1843] ",Hooker's Icon. Pl.,1843,Brazil (Southern America),NA,NA,www.ipni.org/n/334832-1,tax_nov,IPNI,NA
Comanthera borbae,614409,Comanthera borbae,77157327-1,Eriocaulaceae,Comanthera,borbae,spec.,Phytotaxa 270(1): 26. 2016 [12 Aug 2016] [epublished],Phytotaxa,2016,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,"doi:10.11646/phytotaxa.270.1.2 the specific epithet honors Prof. Dr. Eduardo Leite Borba (Universidade Federal of Minas Gerais, Brazil)",www.ipni.org/n/77157327-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.270.1.2
Comanthera brunnea,281523,Comanthera brunnea,60458104-2,Eriocaulaceae,Comanthera,brunnea,spec.,Brittonia 64(1): 30 (-34; figs. 1-2). 2012 [1 Mar 2012] ,Brittonia,2012,"Minas Gerais (Brazil, Southern America)",NA,Etymology: The epithet brunnea refers to the dark brown color of the external and medial whorls of involucral bracts. This feature is unique within Comanthera subg. Comanthera. doi:10.1007/s12228-011-9196-y,www.ipni.org/n/60458104-2,tax_nov,IPNI,https://doi.org/10.1007/s12228-011-9196-y
Comanthera dimera,286728,Comanthera dimera,77147353-1,Eriocaulaceae,Comanthera,dimera,spec.,Syst. Bot. 40(1): 145. 2015 [12 Feb 2015] [epublished],Syst. Bot.,2015,"Goiás (Brazil West-Central, Brazil, Southern America)",NA,doi:10.1600/036364415X686431,www.ipni.org/n/77147353-1,tax_nov,IPNI,https://doi.org/10.1600/036364415X686431
Comanthera lanosa,124328,Comanthera lanosa,77113754-1,Eriocaulaceae,Comanthera,lanosa,spec.,Phytotaxa 27: 2 (-4; fig. 1). 2011 [19 Aug 2011] ,Phytotaxa,2011,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,NA,www.ipni.org/n/77113754-1,tax_nov,IPNI,NA
Comanthera pignalii,291333,Comanthera pignalii,77143870-1,Eriocaulaceae,Comanthera,pignalii,spec.,Phytotaxa 186(3): 167. 2014 [27 Nov 2014] [epublished],Phytotaxa,2014,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,doi:10.11646/phytotaxa.186.3.5,www.ipni.org/n/77143870-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.186.3.5
Comanthera retroflexa,124329,Comanthera retroflexa,77113755-1,Eriocaulaceae,Comanthera,retroflexa,spec.,Phytotaxa 27: 4 (-6; fig. 2). 2011 [19 Aug 2011] ,Phytotaxa,2011,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,NA,www.ipni.org/n/77113755-1,tax_nov,IPNI,NA
Eriocaulon albosetaceum,596785,Eriocaulon albosetaceum,77200959-1,Eriocaulaceae,Eriocaulon,albosetaceum,spec.,Webbia 74(1): 16. 2019 [8 Mar 2019] [epublished],Webbia,2019,"Mato Grosso (Brazil West-Central, Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2019&rft.issue=1&rft.spage=16&rft.volume=74&rft_id=http://www.biodiversitylibrary.org/bibliography/120521&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,doi:10.1080/00837792.2019.1572964,www.ipni.org/n/77200959-1,tax_nov,IPNI,https://doi.org/10.1080/00837792.2019.1572964
Eriocaulon altogibbosum,28679,Eriocaulon altogibbosum,94305-2,Eriocaulaceae,Eriocaulon,altogibbosum,spec.,Bot. Jahrb. Syst. 30(2): 146. 1901 [2 Jul 1901] ,Bot. Jahrb. Syst.,1901,"Mattogrosso, Brazil",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1901&rft.issue=2&rft.spage=146&rft.volume=30&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/94305-2,tax_nov,IPNI,NA
Eriocaulon araguaiense,124317,Eriocaulon araguaiense,77116635-1,Eriocaulaceae,Eriocaulon,araguaiense,spec.,"Syst. Bot. 36(3): 605 (figs. 1, 3). 2011 [5 Aug 2011] ",Syst. Bot.,2011,"Mato Grosso (Brazil West-Central, Brazil, Southern America)",NA,doi:10.1600/036364411X583592,www.ipni.org/n/77116635-1,tax_nov,IPNI,https://doi.org/10.1600/036364411X583592
Eriocaulon benedictum,624762,Eriocaulon benedictum,77301585-1,Eriocaulaceae,Eriocaulon,benedictum,spec.,Syst. Bot. 47(1): 159. 2022 [21 Mar 2022] [epublished],Syst. Bot.,2022,"Brasília Distrito Federal (Brazil West-Central, Brazil, Southern America);Goiás (Brazil West-Central, Brazil, Southern America);",NA,"doi:10.1600/036364422X16442668423473 Etymology: 'The epithet honors Bento, son of the first author. Bento is derived from the Latin “benedictum,” meaning blessed'.",www.ipni.org/n/77301585-1,tax_nov,IPNI,https://doi.org/10.1600/036364422X16442668423473
Eriocaulon bifidum,53154,Eriocaulon bifidum,94316-2,Eriocaulaceae,Eriocaulon,bifidum,spec.,Mant. 2 (Schultes) 468. 1824 [Jan-Apr 1824] ,Mant. 2 (Schultes),1824,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1824&rft.spage=468&rft_id=http://www.biodiversitylibrary.org/bibliography/552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/94316-2,tax_nov,IPNI,NA
Eriocaulon botocudo,53290,Eriocaulon botocudo,77192548-1,Eriocaulaceae,Eriocaulon,botocudo,spec.,Kew Bull. 74(1)-9: 1. 2019 [15 Mar 2019] [epublished],Kew Bull.,2019,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,doi:10.1007/S12225-019-9793-6,www.ipni.org/n/77192548-1,tax_nov,IPNI,https://doi.org/10.1007/S12225-019-9793-6
Eriocaulon brasiliense,53160,Eriocaulon brasiliense,94321-2,Eriocaulaceae,Eriocaulon,brasiliense,spec.,Flora 24(Beibl. 2): 36. 1841 ,Flora,1841,Brazil (Southern America),NA,NA,www.ipni.org/n/94321-2,tax_nov,IPNI,NA
Eriocaulon burchellii,35374,Eriocaulon burchellii,94324-2,Eriocaulaceae,Eriocaulon,burchellii,spec.,"Pflanzenr. (Engler) 4, Fam. 30: 50. 1903 ",Pflanzenr. (Engler),1903,Brazil (Southern America),NA,NA,www.ipni.org/n/94324-2,tax_nov,IPNI,NA
Eriocaulon cabralense,35375,Eriocaulon cabralense,94326-2,Eriocaulaceae,Eriocaulon,cabralense,spec.,"Arq. Mus. Nac. Rio de Janeiro 23: 162, pl. 4. 1921 ",Arq. Mus. Nac. Rio de Janeiro,1921,Brazil (Southern America),NA,NA,www.ipni.org/n/94326-2,tax_nov,IPNI,NA
