"","id_FFB","Group","Family","Genus","Species","taxon_name","Author","reference","publication","publicationYear","bhlLink","remarks","doi","id_IPNI","url_IPNI"
"1","593744","Samambaias e Licófitas","Anemiaceae","Aneimia","macrophylla","Aneimia macrophylla","Hort.",NA,NA,NA,NA,NA,NA,NA,NA
"2","619031","Samambaias e Licófitas","Anemiaceae","Anemia","adiantifolia","Anemia adiantifolia","(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA
"3","90614","Samambaias e Licófitas","Anemiaceae","Anemia","ahenobarba","Anemia ahenobarba","Christ",NA,NA,NA,NA,NA,NA,NA,NA
"4","90590","Samambaias e Licófitas","Anemiaceae","Anemia","alfredi-rohrii","Anemia alfredi-rohrii","Brade","Bradea 1(3): 28, t. 2. 1970 [30 Aug 1970 (as 'Alfredi-Rohrii')","Bradea",1970,NA,NA,NA,"13229-2","www.ipni.org/n/13229-2"
"5","603533","Samambaias e Licófitas","Anemiaceae","Anemia","andersonii","Anemia andersonii","Mickel & Labiak","Fl. Neotrop. Monogr. 118: 31. 2016 [3 Aug 2016] ","Fl. Neotrop. Monogr.",2016,NA,NA,NA,"77163048-1","www.ipni.org/n/77163048-1"
"6","90660","Samambaias e Licófitas","Anemiaceae","Anemia","anthriscifolia","Anemia anthriscifolia","Schrad.","Gött. Gel. Anz. 865. 1824 ; & Prantl, Schiz. 97; Lindm. Ark. for Bot. 1. 258 t. 12 f 1.","Gött. Gel. Anz.",1824,NA,NA,NA,"17020110-1","www.ipni.org/n/17020110-1"
"7","90591","Samambaias e Licófitas","Anemiaceae","Anemia","antrorsa","Anemia antrorsa","Mickel","Amer. Fern J. 75: 33, fig. 1985 ","Amer. Fern J.",1985,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1985&rft.spage=33&rft.volume=75&rft_id=http://www.biodiversitylibrary.org/bibliography/43943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"272136-2","www.ipni.org/n/272136-2"
"8","116579","Samambaias e Licófitas","Anemiaceae","Anemia","aspera","Anemia aspera","(Fée) Baker","J. Linn. Soc., Bot. 14: 27. 1873 [1875 publ. 1873] ; & Prantl, Schiz. 99","J. Linn. Soc., Bot.",1873,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1873&rft.spage=27&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/350&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020120-1","www.ipni.org/n/17020120-1"
"9","287902","Samambaias e Licófitas","Anemiaceae","Anemia","australis","Anemia australis","(Mickel) M. Kessler & A.R. Sm.","Brittonia 59(2): 196. 2007 [29 Jun 2007] ","Brittonia",2007,NA,NA,NA,"77087339-1","www.ipni.org/n/77087339-1"
"10","90592","Samambaias e Licófitas","Anemiaceae","Anemia","barbatula","Anemia barbatula","Christ",NA,NA,NA,NA,NA,NA,NA,NA
"11","90593","Samambaias e Licófitas","Anemiaceae","Anemia","blackii","Anemia blackii","Brade","Arch. Jard. Bot. Rio de Janeiro 18: 25. 1965 ","Arch. Jard. Bot. Rio de Janeiro",1965,NA,NA,NA,"13238-2","www.ipni.org/n/13238-2"
"12","126971","Samambaias e Licófitas","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Brade","Arch. Jard. Bot. Rio de Janeiro 11: 33. t.12. 1951 ","Arch. Jard. Bot. Rio de Janeiro",1951,NA,NA,NA,"17369050-1","www.ipni.org/n/17369050-1"
"13","90594","Samambaias e Licófitas","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Sm.",NA,NA,NA,NA,NA,NA,NA,NA
"14","619033","Samambaias e Licófitas","Anemiaceae","Anemia","breuteliana","Anemia breuteliana","C. Presl","Suppl. Tent. Pterid. 90. 1845 ","Suppl. Tent. Pterid.",1845,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1845&rft.spage=90&rft_id=http://www.biodiversitylibrary.org/bibliography/82188&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020170-1","www.ipni.org/n/17020170-1"
"15","607093","Samambaias e Licófitas","Anemiaceae","Anemia","brunnea","Anemia brunnea","J. Prado & R.H. Hirai","Brittonia 72(1): 35. 2019 [25 Nov 2019] [epublished]","Brittonia",2019,NA,"doi:10.1007/s12228-019-09592-x","https://doi.org/10.1007/s12228-019-09592-x","77210442-1","www.ipni.org/n/77210442-1"
"16","90595","Samambaias e Licófitas","Anemiaceae","Anemia","buniifolia","Anemia buniifolia","(Gardner) T.Moore","Index Fil. (T.Moore) 3: cxvi. 1857 ","Index Fil. (T.Moore)",1857,NA,NA,NA,"17020180-1","www.ipni.org/n/17020180-1"
"17","90598","Samambaias e Licófitas","Anemiaceae","Anemia","candidoi","Anemia candidoi","Brade","Arch. Jard. Bot. Rio de Janeiro 11: 34, t.13. 1951 ","Arch. Jard. Bot. Rio de Janeiro",1951,NA,NA,NA,"13240-2","www.ipni.org/n/13240-2"
"18","604019","Samambaias e Licófitas","Anemiaceae","Anemia","caudata","Anemia caudata","Kaulf.","Enum. Filic. 52. 1824 [8 Apr-28 May 1824] ","Enum. Filic.",1824,NA,NA,NA,"17020200-1","www.ipni.org/n/17020200-1"
"19","619032","Samambaias e Licófitas","Anemiaceae","Anemia","ciliata","Anemia ciliata","C. Presl",NA,NA,NA,NA,NA,NA,NA,NA
"20","90599","Samambaias e Licófitas","Anemiaceae","Anemia","cipoensis","Anemia cipoensis","Sehnem",NA,NA,NA,NA,NA,NA,NA,NA
"21","90600","Samambaias e Licófitas","Anemiaceae","Anemia","clinata","Anemia clinata","Mickel","Amer. Fern J. 56: 58, pl. 4. 1966 ","Amer. Fern J.",1966,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1966&rft.spage=58&rft.volume=56&rft_id=http://www.biodiversitylibrary.org/bibliography/43943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"13247-2","www.ipni.org/n/13247-2"
"22","90601","Samambaias e Licófitas","Anemiaceae","Anemia","collina","Anemia collina","Raddi","Opusc. Sci. 3: 282. 1819 ; & Pl. Bras. 1. 71 t. 12. 1825. HB. 432. Prantl, Schiz. 114. Chr. 348. NPfl. 371","Opusc. Sci.",1819,NA,NA,NA,"17020260-1","www.ipni.org/n/17020260-1"
"23","90602","Samambaias e Licófitas","Anemiaceae","Anemia","costata","Anemia costata","Sehnem",NA,NA,NA,NA,NA,NA,NA,NA
"24","90603","Samambaias e Licófitas","Anemiaceae","Anemia","damazii","Anemia damazii","Christ","Bull. Herb. Boissier ser. 2, 7: 792. 1907 ","Bull. Herb. Boissier",1907,NA,NA,NA,"13255-2","www.ipni.org/n/13255-2"
"25","90604","Samambaias e Licófitas","Anemiaceae","Anemia","dardanoi","Anemia dardanoi","Brade",NA,NA,NA,NA,NA,NA,NA,NA
"26","604021","Samambaias e Licófitas","Anemiaceae","Anemia","delicatula","Anemia delicatula","Mickel","Fl. Neotrop. Monogr. 118: 38. 2016 [3 Aug 2016] ","Fl. Neotrop. Monogr.",2016,NA,NA,NA,"77163049-1","www.ipni.org/n/77163049-1"
"27","619034","Samambaias e Licófitas","Anemiaceae","Anemia","densa","Anemia densa","Link","Hort. Berol. [Link] 2: 142. 1833 [Jul-Dec 1833] ","Hort. Berol. [Link]",1833,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.spage=142&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/13688&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020330-1","www.ipni.org/n/17020330-1"
"28","116577","Samambaias e Licófitas","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Sert. Pl. sub. t.70. 1844 ","Sert. Pl.",1844,NA,NA,NA,"17020340-1","www.ipni.org/n/17020340-1"
"29","619036","Samambaias e Licófitas","Anemiaceae","Anemia","dichotoma","Anemia dichotoma","Gardner ex C. Presl","Suppl. 80. 1845 ","Suppl.",1845,NA,NA,NA,"17020350-1","www.ipni.org/n/17020350-1"
"30","619037","Samambaias e Licófitas","Anemiaceae","Anemia","dissecta","Anemia dissecta","C. Presl","Reliq. Haenk. 1: 74, t.11, f.4. 1825 ","Reliq. Haenk.",1825,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.spage=74&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/515&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020370-1","www.ipni.org/n/17020370-1"
"31","90605","Samambaias e Licófitas","Anemiaceae","Anemia","diversifolia","Anemia diversifolia","Schrad.","Gött. Gel. Anz. 864. 1824 ","Gött. Gel. Anz.",1824,NA,NA,NA,"17020390-1","www.ipni.org/n/17020390-1"
"32","90606","Samambaias e Licófitas","Anemiaceae","Anemia","duartei","Anemia duartei","Brade","Bradea 1(3): 27, fig. 1970 ","Bradea",1970,NA,NA,NA,"13260-2","www.ipni.org/n/13260-2"
"33","90607","Samambaias e Licófitas","Anemiaceae","Anemia","elaphoglossoides","Anemia elaphoglossoides","Mickel","Amer. Fern J. 74: 111, fig. 1984 ","Amer. Fern J.",1984,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1984&rft.spage=111&rft.volume=74&rft_id=http://www.biodiversitylibrary.org/bibliography/43943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"272138-2","www.ipni.org/n/272138-2"
"34","90608","Samambaias e Licófitas","Anemiaceae","Anemia","elegans","Anemia elegans","(Gardner) C.Presl","Suppl. Tent. Pterid. 81. 1845 ; & Prantl, Schiz. 90. Chr. 351. NPfl. 368","Suppl. Tent. Pterid.",1845,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1845&rft.spage=81&rft_id=http://www.biodiversitylibrary.org/bibliography/82188&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020410-1","www.ipni.org/n/17020410-1"
"35","603534","Samambaias e Licófitas","Anemiaceae","Anemia","eriodes","Anemia eriodes","Mickel","Fl. Neotrop. Monogr. 118: 41. 2016 [3 Aug 2016] ","Fl. Neotrop. Monogr.",2016,NA,NA,NA,"77163052-1","www.ipni.org/n/77163052-1"
"36","90611","Samambaias e Licófitas","Anemiaceae","Anemia","espiritosantensis","Anemia espiritosantensis","Brade","Rodriguésia 10(21): 27, t.1. 1948 ","Rodriguésia",1948,NA,NA,NA,"17369090-1","www.ipni.org/n/17369090-1"
"37","126454","Samambaias e Licófitas","Anemiaceae","Anemia","eximia","Anemia eximia","Taub.","Bot. Jahrb. Syst. 21(4): 422. 1895 [1895] ; a preprint, as 'Aneimia'","Bot. Jahrb. Syst.",1895,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1895&rft.issue=4&rft.spage=422&rft.volume=21&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"13261-2","www.ipni.org/n/13261-2"
"38","90612","Samambaias e Licófitas","Anemiaceae","Anemia","ferruginea","Anemia ferruginea","Humb. & Bonpl. ex Kunth","Nov. Gen. Sp. [H.B.K.] 1: 32. 1815 ","Nov. Gen. Sp. [H.B.K.]",1815,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1815&rft.spage=32&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/640&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020430-1","www.ipni.org/n/17020430-1"
"39","619118","Samambaias e Licófitas","Anemiaceae","Anemia","filiformis","Anemia filiformis","(Sav.) Sw.","Syn. Fil. (Swartz) 156. 1806 [Mar-Apr 1806] ; & HB. 431 (pt.). Prantl, Schiz. 106. NPfl. 370. 1806.","Syn. Fil. (Swartz)",1806,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1806&rft.spage=156&rft_id=http://www.biodiversitylibrary.org/bibliography/81948&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020450-1","www.ipni.org/n/17020450-1"
"40","90616","Samambaias e Licófitas","Anemiaceae","Anemia","flexuosa","Anemia flexuosa","Sw.",NA,NA,NA,NA,NA,NA,NA,NA
"41","287901","Samambaias e Licófitas","Anemiaceae","Anemia","fraxinifolia","Anemia fraxinifolia","Raddi","Opusc. Sci. 3: 282. 1819 ; & Pl. Bras. 1. 69 t. 8 bis. 1825","Opusc. Sci.",1819,NA,NA,NA,"17020480-1","www.ipni.org/n/17020480-1"
"42","619119","Samambaias e Licófitas","Anemiaceae","Anemia","fulva","Anemia fulva","(Cav.) Sw.","Syn. Fil. (Swartz) 157. 1806 [Mar-Apr 1806] ; & Prantl, Schiz. 98. NPfl. 368. 1806.","Syn. Fil. (Swartz)",1806,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1806&rft.spage=157&rft_id=http://www.biodiversitylibrary.org/bibliography/81948&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020490-1","www.ipni.org/n/17020490-1"
"43","90617","Samambaias e Licófitas","Anemiaceae","Anemia","gardneri","Anemia gardneri","Hook.","Icon. Pl. 2: t.190. 1837 [7 Oct - 8 Nov 1837] ; & HB. 431. Prantl, Schiz. 91. NPfl. 368","Icon. Pl.",1837,NA,NA,NA,"17020500-1","www.ipni.org/n/17020500-1"
"44","116581","Samambaias e Licófitas","Anemiaceae","Anemia","glareosa","Anemia glareosa","Gardner","Sert. Pl. t.70. 1844 ; & HB. 432. Prantl, Schiz. 91. Chr. 347. NPfl. 368","Sert. Pl.",1844,NA,NA,NA,"17020530-1","www.ipni.org/n/17020530-1"
"45","604206","Samambaias e Licófitas","Anemiaceae","Anemia","glaziovii","Anemia glaziovii","Fée","Crypt. Vasc. Bresil 1: 207, t.74, f.2. 1869 ","Crypt. Vasc. Bresil",1869,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1869&rft.spage=207&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/110137&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020540-1","www.ipni.org/n/17020540-1"
"46","90618","Samambaias e Licófitas","Anemiaceae","Anemia","gomesii","Anemia gomesii","Christ","Bull. Herb. Boissier ser. 2, 7: 791. 1907 ","Bull. Herb. Boissier",1907,NA,NA,NA,"13272-2","www.ipni.org/n/13272-2"
"47","287536","Samambaias e Licófitas","Anemiaceae","Anemia","gracilis","Anemia gracilis","Schrad.","Gött. Gel. Anz. 865. 1824 ","Gött. Gel. Anz.",1824,NA,NA,NA,"17020560-1","www.ipni.org/n/17020560-1"
"48","90619","Samambaias e Licófitas","Anemiaceae","Anemia","hatschbachii","Anemia hatschbachii","Sehnem","Fl. Ilustr. Catarin. ESQUI: 27, t. 6, f. 1. 1974 ","Fl. Ilustr. Catarin.",1974,NA,NA,NA,"13275-2","www.ipni.org/n/13275-2"
"49","125074","Samambaias e Licófitas","Anemiaceae","Anemia","herzogii","Anemia herzogii","Rosenst.","Meded. Rijks-Herb. 19: 24. 1913 ","Meded. Rijks-Herb.",1913,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1913&rft.spage=24&rft.volume=19&rft_id=http://www.biodiversitylibrary.org/bibliography/49095&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"13276-2","www.ipni.org/n/13276-2"
"50","90620","Samambaias e Licófitas","Anemiaceae","Anemia","heterodoxa","Anemia heterodoxa","H. Christ","Annuaire Conserv. Jard. Bot. Genève 3: 45. 1899 , as 'Aneimia'","Annuaire Conserv. Jard. Bot. Genève",1899,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1899&rft.spage=45&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/52147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"13277-2","www.ipni.org/n/13277-2"
"51","90621","Samambaias e Licófitas","Anemiaceae","Anemia","hirsuta","Anemia hirsuta","(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA
"52","90622","Samambaias e Licófitas","Anemiaceae","Anemia","hirta","Anemia hirta","(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA
"53","287611","Samambaias e Licófitas","Anemiaceae","Anemia","hispida","Anemia hispida","Kunze","Linnaea 9(1): 20. 1834 [22-28 Jun 1834] ; & HB. 433","Linnaea",1834,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1834&rft.issue=1&rft.spage=20&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020650-1","www.ipni.org/n/17020650-1"
"54","604075","Samambaias e Licófitas","Anemiaceae","Anemia","humilis","Anemia humilis","(Cav.) Sw.","Syn. Fil. (Swartz) 156. 1806 [Mar-Apr 1806] ; & Prantl, Schiz. 103. NPfl. 370. 1806","Syn. Fil. (Swartz)",1806,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1806&rft.spage=156&rft_id=http://www.biodiversitylibrary.org/bibliography/81948&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020660-1","www.ipni.org/n/17020660-1"
"55","90623","Samambaias e Licófitas","Anemiaceae","Anemia","imbricata","Anemia imbricata","J.W.Sturm","Fl. Bras. (Martius) 1(2): 205. 1859 [15 Jul 1859] ; & Prantl, Schiz. 93","Fl. Bras. (Martius)",1859,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/134408&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020680-1","www.ipni.org/n/17020680-1"
"56","90624","Samambaias e Licófitas","Anemiaceae","Anemia","incisa","Anemia incisa","Schrad.","Gött. Gel. Anz. 865. 1824 ; & HB. 433. Prantl, Schiz. 115","Gött. Gel. Anz.",1824,NA,NA,NA,"17020690-1","www.ipni.org/n/17020690-1"
"57","603535","Samambaias e Licófitas","Anemiaceae","Anemia","irwinii","Anemia irwinii","Mickel","Fl. Neotrop. Monogr. 118: 55. 2016 [3 Aug 2016] ","Fl. Neotrop. Monogr.",2016,NA,NA,NA,"77163054-1","www.ipni.org/n/77163054-1"
"58","603536","Samambaias e Licófitas","Anemiaceae","Anemia","labiakii","Anemia labiakii","Mickel","Fl. Neotrop. Monogr. 118: 57. 2016 [3 Aug 2016] ","Fl. Neotrop. Monogr.",2016,NA,NA,NA,"77163056-1","www.ipni.org/n/77163056-1"
"59","619125","Samambaias e Licófitas","Anemiaceae","Anemia","laciniata","Anemia laciniata","Link","Fil. Spec. 25. 1841 ; & HB. 435","Fil. Spec.",1841,NA,NA,NA,"17020720-1","www.ipni.org/n/17020720-1"
"60","603537","Samambaias e Licófitas","Anemiaceae","Anemia","lanata","Anemia lanata","Mickel","Fl. Neotrop. Monogr. 118: 58. 2016 [3 Aug 2016] ","Fl. Neotrop. Monogr.",2016,NA,NA,NA,"77163057-1","www.ipni.org/n/77163057-1"
"61","603543","Samambaias e Licófitas","Anemiaceae","Anemia","lancea","Anemia lancea","H. Christ","Bull. Herb. Boissier ser. 2, 7: 791. 1907 ","Bull. Herb. Boissier",1907,NA,NA,NA,"13290-2","www.ipni.org/n/13290-2"
"62","90625","Samambaias e Licófitas","Anemiaceae","Anemia","lanuginosa","Anemia lanuginosa","Bong. ex J.W.Sturm","Fl. Bras. (Martius) 1(2): 210. 1859 [15 Jul 1859] ; & Prantl, Schiz. 92","Fl. Bras. (Martius)",1859,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/134410&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020750-1","www.ipni.org/n/17020750-1"
"63","90626","Samambaias e Licófitas","Anemiaceae","Anemia","laxa","Anemia laxa","Lindm.","Ark. Bot. 1: 261, pl. 13. 1903 ","Ark. Bot.",1903,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1903&rft.spage=261&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/40761&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"13292-2","www.ipni.org/n/13292-2"
"64","603539","Samambaias e Licófitas","Anemiaceae","Anemia","lindsaeoides","Anemia lindsaeoides","Mickel","Fl. Neotrop. Monogr. 118: 60. 2016 [3 Aug 2016] ","Fl. Neotrop. Monogr.",2016,NA,NA,NA,"77163058-1","www.ipni.org/n/77163058-1"
"65","619208","Samambaias e Licófitas","Anemiaceae","Anemia","longifolia","Anemia longifolia","Raddi","Pl. Bras. Nov. Gen. 1: 69, t.8. 1825 ","Pl. Bras. Nov. Gen.",1825,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.spage=69&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/200467&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020770-1","www.ipni.org/n/17020770-1"
"66","90627","Samambaias e Licófitas","Anemiaceae","Anemia","luetzelburgii","Anemia luetzelburgii","Rosenst.","Repert. Spec. Nov. Regni Veg. 20: 94. 1924 , as 'Aneimia'","Repert. Spec. Nov. Regni Veg.",1924,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=94&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"13297-2","www.ipni.org/n/13297-2"
"67","90628","Samambaias e Licófitas","Anemiaceae","Anemia","mandioccana","Anemia mandioccana","Raddi",NA,NA,NA,NA,NA,NA,NA,NA
"68","90629","Samambaias e Licófitas","Anemiaceae","Anemia","marginata","Anemia marginata","Mickel","Amer. Fern J. 74: 111, fig. 1984 ","Amer. Fern J.",1984,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1984&rft.spage=111&rft.volume=74&rft_id=http://www.biodiversitylibrary.org/bibliography/43943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"272139-2","www.ipni.org/n/272139-2"
"69","604295","Samambaias e Licófitas","Anemiaceae","Anemia","microstachys","Anemia microstachys","Fée","Crypt. Vasc. Bresil 1: 206, t.74, f.3. 1869 ","Crypt. Vasc. Bresil",1869,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1869&rft.spage=206&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/110137&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020830-1","www.ipni.org/n/17020830-1"
"70","90630","Samambaias e Licófitas","Anemiaceae","Anemia","millefolia","Anemia millefolia","(Gardner) C.Presl","Suppl. 80. 1845 ; & HB. 436. Prantl, Schiz. 101. Chr. 350. NPfl. 368","Suppl.",1845,NA,NA,NA,"17020840-1","www.ipni.org/n/17020840-1"
"71","90632","Samambaias e Licófitas","Anemiaceae","Anemia","mirabilis","Anemia mirabilis","Brade","Sellowia 17: 53. 1965 ","Sellowia",1965,NA,NA,NA,"13303-2","www.ipni.org/n/13303-2"
"72","603540","Samambaias e Licófitas","Anemiaceae","Anemia","mynsseniana","Anemia mynsseniana","Mickel","Fl. Neotrop. Monogr. 118: 64. 2016 [3 Aug 2016] ","Fl. Neotrop. Monogr.",2016,NA,NA,NA,"77163060-1","www.ipni.org/n/77163060-1"
"73","90633","Samambaias e Licófitas","Anemiaceae","Anemia","nana","Anemia nana","Baker","Bot. Jahrb. Syst. 17(5): 522. 1893 [7 Nov 1893] ","Bot. Jahrb. Syst.",1893,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1893&rft.issue=5&rft.spage=522&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"13307-2","www.ipni.org/n/13307-2"
"74","90634","Samambaias e Licófitas","Anemiaceae","Anemia","nervosa","Anemia nervosa","Pohl","Fl. Bras. (Martius) 1(2): 193. 1859 [15 Jul 1859] ; & Prantl, Schiz. 117. NPfl. 371","Fl. Bras. (Martius)",1859,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/134402&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020860-1","www.ipni.org/n/17020860-1"
"75","619209","Samambaias e Licófitas","Anemiaceae","Anemia","obliqua","Anemia obliqua","Schrad.","Gött. Gel. Anz. 864. 1824 ","Gött. Gel. Anz.",1824,NA,NA,NA,"17020870-1","www.ipni.org/n/17020870-1"
"76","619212","Samambaias e Licófitas","Anemiaceae","Anemia","oblonga","Anemia oblonga","Sturm","Fl. Bras. (Martius) 1(2): 206. 1859 [15 Jul 1859] ","Fl. Bras. (Martius)",1859,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/134408&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020880-1","www.ipni.org/n/17020880-1"
"77","90635","Samambaias e Licófitas","Anemiaceae","Anemia","oblongifolia","Anemia oblongifolia","(Cav.) Sw.","Syn. Fil. (Swartz) 156. 1806 [Mar-Apr 1806] ; & HB. 431 (excl. [beta]). Prantl, Schiz. 105. Chr. 346. NPfl. 369. 1806.","Syn. Fil. (Swartz)",1806,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1806&rft.spage=156&rft_id=http://www.biodiversitylibrary.org/bibliography/81948&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17020890-1","www.ipni.org/n/17020890-1"
"78","90636","Samambaias e Licófitas","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Repert. Spec. Nov. Regni Veg. 20: 95. 1924 ","Repert. Spec. Nov. Regni Veg.",1924,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=95&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"17299430-1","www.ipni.org/n/17299430-1"
"79","90638","Samambaias e Licófitas","Anemiaceae","Anemia","pallida","Anemia pallida","Gardner","Sert. Pl. sub t.70. 1844 ; & HB. 433; Prantl Schiz. 110","Sert. Pl.",1844,NA,NA,NA,"17020930-1","www.ipni.org/n/17020930-1"
