"","id_FFB","Group","Family","Genus","Species","taxon_name","Author","reference","publication","publicationYear","bhlLink","remarks","doi","id_IPNI","url_IPNI"
"80","612666","Gimnospermas","Cupressaceae","Cupressus","fragrans","Cupressus fragrans","Kellogg","Proc. Calif. Acad. Sci. 1: 103. 1856 ","Proc. Calif. Acad. Sci.",1856,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1856&rft.spage=103&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/3943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261924-1","www.ipni.org/n/261924-1"
"81","612628","Gimnospermas","Cupressaceae","Cupressus","funebris","Cupressus funebris","Endl.","Syn. Conif. 58. 1847 [May-Jun 1847] ","Syn. Conif.",1847,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1847&rft.spage=58&rft_id=http://www.biodiversitylibrary.org/bibliography/15336&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261925-1","www.ipni.org/n/261925-1"
"82","612634","Gimnospermas","Cupressaceae","Cupressus","glabra","Cupressus glabra","Sudw.","Amer. Forest. 16: 88, fig. 1910 ","Amer. Forest.",1910,NA,NA,NA,"72673-2","www.ipni.org/n/72673-2"
"83","612672","Gimnospermas","Cupressaceae","Cupressus","glandulosa","Cupressus glandulosa","Henk. & Hochst.","Pinetum 64. 1858 ","Pinetum",1858,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1858&rft.spage=64&rft_id=http://www.biodiversitylibrary.org/bibliography/15649&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261926-1","www.ipni.org/n/261926-1"
"84","612631","Gimnospermas","Cupressaceae","Cupressus","glauca","Cupressus glauca","Lam.","Encycl. [J. Lamarck & al.] 2(1): 243. 1786 [16 Oct 1786] ","Encycl. [J. Lamarck & al.]",1786,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1786&rft.issue=1&rft.spage=243&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/824&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261927-1","www.ipni.org/n/261927-1"
"85","612629","Gimnospermas","Cupressaceae","Cupressus","goveniana","Cupressus goveniana","Gordon","J. Hort. Soc. London 4: 295. 1849 ","J. Hort. Soc. London",1849,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1849&rft.spage=295&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/8342&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"30054388-2","www.ipni.org/n/30054388-2"
"86","617281","Gimnospermas","Cupressaceae","Cupressus","guadalupensis","Cupressus guadalupensis","Sarg.","Proc. Amer. Acad. Arts 14: 300. 1879 [2 Aug 1879] ","Proc. Amer. Acad. Arts",1879,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1879&rft.spage=300&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/3934&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"72679-2","www.ipni.org/n/72679-2"
"87","617280","Gimnospermas","Cupressaceae","Cupressus","guadalupensis","Cupressus guadalupensis","S.Watson","Proc. Amer. Acad. Arts 14: 300. 1879 [2 Aug 1879] ","Proc. Amer. Acad. Arts",1879,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1879&rft.spage=300&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/3934&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"72679-2","www.ipni.org/n/72679-2"
"88","612656","Gimnospermas","Cupressaceae","Cupressus","hartwegii","Cupressus hartwegii","Carrière","Rev. Hort. [Paris]. (1855) 233. ","Rev. Hort. [Paris].",NA,NA,NA,NA,"261931-1","www.ipni.org/n/261931-1"
"89","593819","Gimnospermas","Cupressaceae","Cupressus","japonica","Cupressus japonica","Thunb. ex L.f.","Suppl. Pl. 421. 1782 [1781 publ. Apr 1782] ","Suppl. Pl.",1782,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1782&rft.spage=421&rft_id=http://www.biodiversitylibrary.org/bibliography/555&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261935-1","www.ipni.org/n/261935-1"
"90","612654","Gimnospermas","Cupressaceae","Cupressus","lambertiana","Cupressus lambertiana","hort. ex Carrière","Traité Gén. Conif. 124. 1855 ","Traité Gén. Conif.",1855,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1855&rft.spage=124&rft_id=http://www.biodiversitylibrary.org/bibliography/17188&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261940-1","www.ipni.org/n/261940-1"
"91","612635","Gimnospermas","Cupressaceae","Cupressus","lawsoniana","Cupressus lawsoniana","A.Murray","Edinburgh New Philos. J. ser. 2, 1: 292, t. 10. 1855 [Jan-Apr 1855] ","Edinburgh New Philos. J.",1855,NA,NA,NA,"261941-1","www.ipni.org/n/261941-1"
"92","612632","Gimnospermas","Cupressaceae","Cupressus","lindleyi","Cupressus lindleyi","Klotzsch ex Endl.","Syn. Conif. 59 (-60). 1847 [May-Jun 1847] ","Syn. Conif.",1847,NA,NA,NA,"72685-2","www.ipni.org/n/72685-2"
"93","612657","Gimnospermas","Cupressaceae","Cupressus","lugubris","Cupressus lugubris","Salisb.","Prodr. Stirp. Chap. Allerton 397. 1796 [Nov-Dec 1796] ","Prodr. Stirp. Chap. Allerton",1796,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1796&rft.spage=397&rft_id=http://www.biodiversitylibrary.org/bibliography/427&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261943-1","www.ipni.org/n/261943-1"
"94","597122","Gimnospermas","Cupressaceae","Cupressus","lusitanica","Cupressus lusitanica","Mill.","Gard. Dict., ed. 8. Cupressus no. 3. 1768 [16 Apr 1768] ","Gard. Dict., ed. 8.",1768,NA,NA,NA,"30080457-2","www.ipni.org/n/30080457-2"
"95","612640","Gimnospermas","Cupressaceae","Cupressus","macnabiana","Cupressus macnabiana","A.Murray","Edinburgh New Philos. J. ser. 2, 1: 293. 1855 ","Edinburgh New Philos. J.",1855,NA,NA,NA,"30141935-2","www.ipni.org/n/30141935-2"
"96","610313","Gimnospermas","Cupressaceae","Cupressus","macrocarpa","Cupressus macrocarpa","Hartw. ex Gordon","J. Hort. Soc. London 4: 296 (-297; fig.). 1849 : use C. macrocarpa Hartw. (1847).","J. Hort. Soc. London",1849,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1849&rft.spage=296&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/8342&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"60451557-2","www.ipni.org/n/60451557-2"
"97","617247","Gimnospermas","Cupressaceae","Cupressus","mairei","Cupressus mairei","H.Lév.","Cat. Pl. Yun-Nan 56. 1916 ","Cat. Pl. Yun-Nan",1916,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1916&rft.spage=56&rft_id=http://www.biodiversitylibrary.org/bibliography/601&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"676761-1","www.ipni.org/n/676761-1"
"98","612832","Gimnospermas","Cupressaceae","Cupressus","mexicana","Cupressus mexicana","K.Koch","Dendrologie 2: 159. 1873 (1873) ","Dendrologie",1873,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1873&rft.spage=159&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/20459&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"77239509-1","www.ipni.org/n/77239509-1"
"99","612831","Gimnospermas","Cupressaceae","Cupressus","nevadensis","Cupressus nevadensis","Abrams","Torreya 19(5): 92. 1919 [9 Jul 1919] ","Torreya",1919,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1919&rft.issue=5&rft.spage=92&rft.volume=19&rft_id=http://www.biodiversitylibrary.org/bibliography/46286&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"72699-2","www.ipni.org/n/72699-2"
"100","612710","Gimnospermas","Cupressaceae","Cupressus","nootkatensis","Cupressus nootkatensis","D.Don","Descr. Pinus [Lambert] 2: 18. 1824 ","Descr. Pinus [Lambert]",1824,NA,"later authors spelled the epithet variously: nutkatensis, nutkaensis, nutkaënsis, nutkäensis",NA,"261952-1","www.ipni.org/n/261952-1"
"101","617268","Gimnospermas","Cupressaceae","Cupressus","nutkanus","Cupressus nutkanus","Torr.","U.S. Expl. Exped., Phan. Pacific N. Amer. 17(2): t. 16. 1874 ; C. Wilkes Expl. Exped.","U.S. Expl. Exped., Phan. Pacific N. Amer.",1874,NA,NA,NA,"261954-1","www.ipni.org/n/261954-1"
"102","612641","Gimnospermas","Cupressaceae","Cupressus","obtusa","Cupressus obtusa","(Siebold & Zucc.) F.Muell.","Rep. (Annual) Acclim. Soc. Victoria 1871: 31. ","Rep. (Annual) Acclim. Soc. Victoria",1871,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1871&rft.spage=31&rft.volume=1871&rft_id=http://www.biodiversitylibrary.org/bibliography/141530&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261956-1","www.ipni.org/n/261956-1"
"103","612658","Gimnospermas","Cupressaceae","Cupressus","patula","Cupressus patula","Pers.","Syn. Pl. [Persoon] 2(2): 580. 1807 [Sep 1807] ","Syn. Pl. [Persoon]",1807,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/235914&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261960-1","www.ipni.org/n/261960-1"
"104","612659","Gimnospermas","Cupressaceae","Cupressus","patula","Cupressus patula","Spadoni","Xilolog. Picena 1: 193. 1826 ","Xilolog. Picena",1826,NA,NA,NA,"261959-1","www.ipni.org/n/261959-1"
"105","612674","Gimnospermas","Cupressaceae","Cupressus","pendula","Cupressus pendula","Abel",NA,NA,NA,NA,NA,NA,NA,NA
"106","612673","Gimnospermas","Cupressaceae","Cupressus","pendula","Cupressus pendula","L'Hér.","Stirp. Nov. 15, t. 8. 1785 ","Stirp. Nov.",1785,NA,NA,NA,"261964-1","www.ipni.org/n/261964-1"
"107","612682","Gimnospermas","Cupressaceae","Cupressus","pisifera","Cupressus pisifera","Koch",NA,NA,NA,NA,NA,NA,NA,NA
"108","612678","Gimnospermas","Cupressaceae","Cupressus","pisifera","Cupressus pisifera","(Siebold & Zucc.) F.Muell.","Ann. Rep. Victorian Acclim. Soc. 1870-1871: 3. ","Ann. Rep. Victorian Acclim. Soc.",1871,NA,"also published by K.Koch, Dendrologie 2(2): 170 (1873)",NA,"261967-1","www.ipni.org/n/261967-1"
"109","612644","Gimnospermas","Cupressaceae","Cupressus","pyramidalis","Cupressus pyramidalis","Targ. Tozz.","Obs. Bot. Dec. iii-v. 73. ","Obs. Bot. Dec.",NA,NA,NA,NA,"261969-1","www.ipni.org/n/261969-1"
"110","612655","Gimnospermas","Cupressaceae","Cupressus","reinwardtii","Cupressus reinwardtii","Beissn.",NA,NA,NA,NA,NA,NA,NA,NA
"111","610314","Gimnospermas","Cupressaceae","Cupressus","sempervirens","Cupressus sempervirens","L.","Sp. Pl. 2: 1002. 1753 [1 May 1753] ","Sp. Pl.",1753,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.spage=1002&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261974-1","www.ipni.org/n/261974-1"
"112","612690","Gimnospermas","Cupressaceae","Cupressus","stricta","Cupressus stricta","Mill. ex Gordon","Pinetum 67. 1858 ","Pinetum",1858,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1858&rft.spage=67&rft_id=http://www.biodiversitylibrary.org/bibliography/15649&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261978-1","www.ipni.org/n/261978-1"
"113","617337","Gimnospermas","Cupressaceae","Cupressus","thuia","Cupressus thuia","O.Targ.Tozz.","Observ. Dec. ii. 52. ","Observ. Dec.",NA,NA,NA,NA,"261980-1","www.ipni.org/n/261980-1"
"114","612661","Gimnospermas","Cupressaceae","Cupressus","thuia","Cupressus thuia","Targ. Tozz.","Observ. Dec. ii. 52. ","Observ. Dec.",NA,NA,NA,NA,"261980-1","www.ipni.org/n/261980-1"
"115","623891","Gimnospermas","Cupressaceae","Cupressus","thurifera","Cupressus thurifera","Lindl.","Edwards's Bot. Reg. 25(Misc.): 64. 1839 ","Edwards's Bot. Reg.",1839,NA,NA,NA,"261985-1","www.ipni.org/n/261985-1"
"116","612649","Gimnospermas","Cupressaceae","Cupressus","thyoides","Cupressus thyoides","L.","Sp. Pl. [Linnaeus] 2: 1003. 1753 [1 May 1753] ","Sp. Pl. [Linnaeus]",1753,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.spage=1003&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"275469-2","www.ipni.org/n/275469-2"
"117","612647","Gimnospermas","Cupressaceae","Cupressus","torulosa","Cupressus torulosa","D.Don","Descr. Pinus [Lambert] 2: 18. 1824 [also published in Prodr. Fl. Nepal. 55. 1825]","Descr. Pinus [Lambert]",1824,NA,NA,NA,"261991-1","www.ipni.org/n/261991-1"
"118","612660","Gimnospermas","Cupressaceae","Cupressus","tournefortii","Cupressus tournefortii","Audib. ex Carrière",NA,NA,NA,NA,NA,NA,NA,NA
"119","623892","Gimnospermas","Cupressaceae","Cupressus","uhdeana","Cupressus uhdeana","Gordon ex Carrière","Traité Gén. Conif. 129. 1855 ","Traité Gén. Conif.",1855,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1855&rft.spage=129&rft_id=http://www.biodiversitylibrary.org/bibliography/17188&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"261995-1","www.ipni.org/n/261995-1"
"120","612827","Gimnospermas","Cupressaceae","Hesperocyparis","arizonica","Hesperocyparis arizonica","(Greene) Bartel","Phytologia 91(1): 180. 2009 [Apr 2009] ","Phytologia",2009,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2009&rft.issue=1&rft.spage=180&rft.volume=91&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"60451546-2","www.ipni.org/n/60451546-2"
"121","617315","Gimnospermas","Cupressaceae","Heyderia","decurrens","Heyderia decurrens","(Torr.) K.Koch","Dendrologie 2(2): 179. 1873 [Nov 1873] ","Dendrologie",1873,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1873&rft.issue=2&rft.spage=179&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/20459&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262133-1","www.ipni.org/n/262133-1"
"122","612800","Gimnospermas","Cupressaceae","Juniperus","alba","Juniperus alba","Knight ex Carrière","Traité Gén. Conif. 58. 1855 ","Traité Gén. Conif.",1855,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1855&rft.spage=58&rft_id=http://www.biodiversitylibrary.org/bibliography/17188&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262136-1","www.ipni.org/n/262136-1"
"123","612741","Gimnospermas","Cupressaceae","Juniperus","bermudiana","Juniperus bermudiana","L.","Sp. Pl. 2: 1039. 1753 [1 May 1753] ","Sp. Pl.",1753,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.spage=1039&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"279056-2","www.ipni.org/n/279056-2"
"124","612801","Gimnospermas","Cupressaceae","Juniperus","californica","Juniperus californica","Carrière","Rev. Hort. [Paris]. Ser. IV, iii. (1854) 352. ","Rev. Hort. [Paris].",NA,NA,NA,NA,"262163-1","www.ipni.org/n/262163-1"
"125","617306","Gimnospermas","Cupressaceae","Juniperus","canadensis","Juniperus canadensis","Lodd. ex Burgsd.","Anl. Erzieh. Holzart. 2: 124. 1787 ","Anl. Erzieh. Holzart.",1787,NA,NA,NA,"77242794-1","www.ipni.org/n/77242794-1"
"126","610322","Gimnospermas","Cupressaceae","Juniperus","chinensis","Juniperus chinensis","L.",NA,NA,NA,NA,NA,NA,NA,NA
"127","612734","Gimnospermas","Cupressaceae","Juniperus","communis","Juniperus communis","L.","Sp. Pl. 2: 1040. 1753 [1 May 1753] ","Sp. Pl.",1753,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.spage=1040&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"30088655-2","www.ipni.org/n/30088655-2"
"128","617307","Gimnospermas","Cupressaceae","Juniperus","densa","Juniperus densa","Gord.","Suppl. Pinel. 32. ","Suppl. Pinel.",NA,NA,NA,NA,"262191-1","www.ipni.org/n/262191-1"
"129","612804","Gimnospermas","Cupressaceae","Juniperus","glauca","Juniperus glauca","Salisb.","Prodr. Stirp. Chap. Allerton 397. 1796 [Nov-Dec 1796] ","Prodr. Stirp. Chap. Allerton",1796,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1796&rft.spage=397&rft_id=http://www.biodiversitylibrary.org/bibliography/427&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262228-1","www.ipni.org/n/262228-1"
"130","610323","Gimnospermas","Cupressaceae","Juniperus","horizontalis","Juniperus horizontalis","Moench","Methodus (Moench) 699. 1794 [4 May 1794] ","Methodus (Moench)",1794,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/449330&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262244-1","www.ipni.org/n/262244-1"
"131","612805","Gimnospermas","Cupressaceae","Juniperus","nana","Juniperus nana","Willd.","Berlin. Baumz. 159. 1796 ","Berlin. Baumz.",1796,NA,NA,NA,"262282-1","www.ipni.org/n/262282-1"
"132","612806","Gimnospermas","Cupressaceae","Juniperus","osteosperma","Juniperus osteosperma","(Torr.) Little","Leafl. W. Bot. 5: 125. 1948 ","Leafl. W. Bot.",1948,NA,NA,NA,"132523-2","www.ipni.org/n/132523-2"
"133","612803","Gimnospermas","Cupressaceae","Juniperus","oxycedrus","Juniperus oxycedrus","L.","Sp. Pl. 2: 1038. 1753 [1 May 1753] ","Sp. Pl.",1753,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.spage=1038&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262299-1","www.ipni.org/n/262299-1"
"134","612743","Gimnospermas","Cupressaceae","Juniperus","phoenicea","Juniperus phoenicea","L.","Sp. Pl. 2: 1040. 1753 [1 May 1753] ","Sp. Pl.",1753,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.spage=1040&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262307-1","www.ipni.org/n/262307-1"
"135","612737","Gimnospermas","Cupressaceae","Juniperus","procera","Juniperus procera","Hochst. ex Endl.","Syn. Conif. 26. 1847 [May-Jun 1847] ","Syn. Conif.",1847,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1847&rft.spage=26&rft_id=http://www.biodiversitylibrary.org/bibliography/15336&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262311-1","www.ipni.org/n/262311-1"
"136","612745","Gimnospermas","Cupressaceae","Juniperus","prostrata","Juniperus prostrata","Pers.","Syn. Pl. [Persoon] 2(2): 632. 1807 [Sept 1807] ","Syn. Pl. [Persoon]",1807,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/235966&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262315-1","www.ipni.org/n/262315-1"
"137","612807","Gimnospermas","Cupressaceae","Juniperus","rigida","Juniperus rigida","Siebold & Zucc.","Fl. Jap. Fam. Nat. 2: 109; Fl. Jap. (Siebold) t. 125 (1844). ","Fl. Jap. Fam. Nat.",NA,NA,NA,NA,"262335-1","www.ipni.org/n/262335-1"
"138","612744","Gimnospermas","Cupressaceae","Juniperus","sabina","Juniperus sabina","L.","Sp. Pl. 2: 1039. 1753 [1 May 1753] ","Sp. Pl.",1753,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.spage=1039&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"30166980-2","www.ipni.org/n/30166980-2"
"139","612809","Gimnospermas","Cupressaceae","Juniperus","sargentii","Juniperus sargentii","(A.Henry) Takeda ex Nakai","Bot. Mag. (Tokyo) 44: 511. 1930 ","Bot. Mag. (Tokyo)",1930,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1930&rft.spage=511&rft.volume=44&rft_id=http://www.biodiversitylibrary.org/bibliography/63894&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"676860-1","www.ipni.org/n/676860-1"
"140","623898","Gimnospermas","Cupressaceae","Juniperus","scopulorum","Juniperus scopulorum","Sarg.","Gard. & Forest 10: 420, fig. 54. 1897 ","Gard. & Forest",1897,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1897&rft.spage=420&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/50609&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"132535-2","www.ipni.org/n/132535-2"
"141","617292","Gimnospermas","Cupressaceae","Juniperus","sheppardii","Juniperus sheppardii","(H.J.Veitch) Melle",NA,NA,NA,NA,NA,NA,NA,NA
"142","617308","Gimnospermas","Cupressaceae","Juniperus","sibirica","Juniperus sibirica","Burgsd.","Anl. Erzieh. Holzart. n. 272. 1787 ","Anl. Erzieh. Holzart.",1787,NA,NA,NA,"262354-1","www.ipni.org/n/262354-1"
"143","617298","Gimnospermas","Cupressaceae","Juniperus","sinensis","Juniperus sinensis","hort. ex Carrière","Traité Gén. Conif., ed. 2. 33. 1867 ","Traité Gén. Conif., ed. 2.",1867,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1867&rft.spage=33&rft_id=http://www.biodiversitylibrary.org/bibliography/50447&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262356-1","www.ipni.org/n/262356-1"
"144","617299","Gimnospermas","Cupressaceae","Juniperus","sinensis","Juniperus sinensis","J.F.Gmel.","Syst. Nat., ed. 13[bis]. 2(2): 1005. 1792 [1791 publ. late Apr-Oct 1792] ","Syst. Nat., ed. 13[bis].",1792,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1792&rft.issue=2&rft.spage=1005&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/36932&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004",NA,NA,"262355-1","www.ipni.org/n/262355-1"
"145","617295","Gimnospermas","Cupressaceae","Juniperus","sphaerica","Juniperus sphaerica","Lindl.","in Paxt. Flow. Gard. i. (1850-51) 58. f. 35. ","in Paxt. Flow. Gard.",NA,NA,NA,NA,"262358-1","www.ipni.org/n/262358-1"
"146","612746","Gimnospermas","Cupressaceae","Juniperus","squamata","Juniperus squamata","Buch.-Ham. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA
"147","623897","Gimnospermas","Cupressaceae","Juniperus","squamata","Juniperus squamata","Gordon","Pinetum 110, ex parte. 1858 ","Pinetum",1858,NA,NA,NA,"262361-1","www.ipni.org/n/262361-1"
"148","617297","Gimnospermas","Cupressaceae","Juniperus","struthiacea","Juniperus struthiacea","Knight","Syn. Conif. Pl. 13. 1850 ","Syn. Conif. Pl.",1850,NA,NA,NA,"262364-1","www.ipni.org/n/262364-1"
"149","612742","Gimnospermas","Cupressaceae","Juniperus","virginiana","Juniperus virginiana","L.","Sp. Pl. [Linnaeus] 2: 1039. 1753 [1 May 1753] ","Sp. Pl. [Linnaeus]",1753,"http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.spage=1039&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004","J. Clayton 884 missing (vide The Linnaean Plant Name Typification Project).",NA,"132551-2","www.ipni.org/n/132551-2"
"150","612763","Gimnospermas","Cupressaceae","Libocedrus","decurrens","Libocedrus decurrens","Torr.","Pl. Fremont. 7. t. 3. ","Pl. Fremont.",NA,NA,NA,NA,"262467-1","www.ipni.org/n/262467-1"
"151","617349","Gimnospermas","Cupressaceae","Libocedrus","dolabrata","Libocedrus dolabrata","J.Nelson","Pinaceae [Nelson] 65. 1866 ","Pinaceae [Nelson]",1866,NA,NA,NA,"262468-1","www.ipni.org/n/262468-1"
"152","612818","Gimnospermas","Cupressaceae","Metasequoia","disticha","Metasequoia disticha","(Heer) Miki","Jap. J. Bot. xi. 262 (1941); cf. Teng in Bot. Bull. Acad. Sinica, ii. 205(1948). ","Jap. J. Bot.",NA,NA,NA,NA,"828386-1","www.ipni.org/n/828386-1"
"153","612817","Gimnospermas","Cupressaceae","Metasequoia","glyptostroboides","Metasequoia glyptostroboides","H.H.Hu & W.C.Cheng","Bull. Fan Mem. Inst. Biol. Bot. ser. 2, 1: 154. 1948 ","Bull. Fan Mem. Inst. Biol. Bot.",1948,NA,NA,NA,"828387-1","www.ipni.org/n/828387-1"
